adición,aguante,aguijón,ajedrez,albañil,alcance,aliento,anciana,aptitud,aristas,arreglo,atuendo,audacia,aullido,balanza,bandera,barbero,barriga,biólogo,bohemia,cadáver,camisón,cantina,capilla,capitán,caracol,caverna,cazuela,cigüeña,conjuro,cosecha,costura,crucero,cáscara,delicia,descaro,detalle,dulzura,emoción,encanto,entidad,entorno,espanto,espiral,estatua,estatus,evasión,facetas,fealdad,felinos,fortuna,frenesí,galaxia,gatillo,granito,hoguera,hormona,huracán,indicio,inercia,influjo,ingreso,intriga,lamento,letrero,levante,llanura,lucidez,lágrima,lástima,madrina,madurez,malicia,mandato,mejilla,milagro,misiles,modales,monarca,montaje,místico,neblina,nitidez,padrino,palacio,palanca,pantano,panteón,parcela,pericia,pistola,planeta,poblado,premisa,pupitre,péndulo,reclamo,reflejo,regreso,reserva,resorte,revuelo,réplica,salario,sanidad,semilla,socorro,solidez,soltura,suspiro,timidez,torpeza,tributo,trámite,validez,vampiro,vanidad,viajero,vinagre,vínculo
agregar,,,['esquema'],humilde,alcanzar tren,,estatura baja,,,paz,,alguien miedo poder ocurrir,,['resorte medir'],estandarte,['profesional'],persona ponchera,['medicina'],buen vida,final,,,religión,guia,['arrastrarcir'],cueva,,gracil,,['estacional'],usar maquina,entrenamiento,poder hacer ter,,,atencion,helado,['euforia'],['poder ser atributo'],leyenda,bosque,psicologico,poder ser varios ovalo,['reconocimiento'],ranguir,,personalidad,,['cheeta'],dinero,roptura,fuerza gravedad,evento,poseer superior,servir estufa,unico,viento fuerte,presentimiento,imparable,mente,,nervio,arrepentir él,,tomar,vacío,,['sufrimiento'],miedo,,ser responsable,oscuro,monarquía,rojiso,probable,['posible fuente extinción'],formacion,sucesor,bueno,divino,nube,,especial,monarquía,recurso,['cocodrilo'],familiar,poder vender,,['poblacion'],['cuerpo celestar'],ciudad,pre juicio,,,,servir ver salud corporal,volver,guardar comida,coil,,nunca ocurrir primero instancia,obrero,['doctor'],arbol,indefensión,,,tranquilidad,persona retrair,,regalo,hacer,acertado,dracular,,nómade,mal olor,relacionado amor
aportar,,,['conexión'],construcción,perseguir objeto,,tarde nieto,,,tranquilidad,,persona valentia,,['ley hooke'],insignia,['cortar barba'],abdominal,['vacuna'],libertad,muerte,,,blanco,director,['insecto'],gruto,,bonitar,,['sendentarismo'],reparar ropa,control averia,proteger fruta,,,defecto,postre,['sentimiento'],['calificario persona agradable'],ser poderoso,alrededor,hallowear,poder generar mareo,['gloria'],apariencia,,,,['equilibrio'],oro,locura,polvo,tiro blanco,parte entidad,servir cocinar,comunicacion cuerpo,casa volar,augurio,gravedad,pensamiento,,,dolor,,tirar,seco,,['mal animo'],reproche,,pensar actuar,patar,orden,piel,salvación,['inteligencia militar'],cultura,poder único,mentir,espacio exterior,gris,,implicar amor,opulencia,ayuda pivote,['bosque húmedo'],tradicion,naturaleza,,['ilegal'],['tierra'],poco disponibilidad habitacional,dialéctica,,,,poder engañar yo,camino,repuesto,,,contestación,salitrera,['enfermero'],paciencia,solidaridad,,,aceptacion,silencioso,,recordar,poder ser personal externo,correcto,mounstruo,,divergencia,descompuesto,relacion
mezclar componente químico,,,['inteligencia'],ladrillo,alcanzar tiempo,,viejo,,,disputa,,valor,,['peso'],reconocimiento,['cortar bigot'],panza,['corona virus'],anarquia,hedor,,,pulcritud,lider,['invertebrado'],antro,,blanco,,['orden tierra'],unión tela,viento,lleno pesticida,,,minimo,torta,['amor'],['atractivo'],rey,contexto,mitologia chilota,poder tener varios tamaño,['recordar'],modo actuar,,,,['audaz'],ludopatiir,psicologico,estrella,cazar pesca submarinar,poder referir él cantidad,rojizo,sexo,fenomeno,investigación,newton,habladuer,,,pena,,recoger,áfrica,,['emocion'],menospreciar,,ser impulsivo,malo intención,decreto,sonrisa,felicidad,['miedo población'],finura,familia real,armar,deslumbrante,,,persona poder poseer,lujo,cambio,['múltiple vegetación'],religion,poder haber poco animal,,['militar'],['mundo'],población,argumentación,,,,espejo,volver,almacenar,,,debate,precariedad,['limpieza'],trabajo,instinto,,,resignacion,persona confianza,,sacrificio,,exitoso,ataúd,,cultura conocimiento,agrio,conexion
añadir,,,['rusia'],cemento,persecución policial,,lento,,,reparar,,persona atrevido,,['equilibrio'],palo,['perfeccion'],distinto color,,independecia,cuerpo frío,,,recogimiento,primero,['planaria'],criptar,,beb,,['fruta verdura'],sastre,,sucio,,,pequeño,azucar,['necesidad humano'],['lindo'],sociedad,ambiente,fantasma,depender punto,['marmol'],posicion economicar,,,,['cazador'],gran capital,persona realizar acción manera veloz eficaz sorprender dema,oxigeno,cazar pesca submarinar,poder ser grano cara pequeño,llama,señal biológico,naturaleza,estudio,fuerza normal,mentira,,,perder,,accion,calor extremo,,['sentimiento'],tristeza,,significar crecer cuanto edad,negativo,ley,suave,dios,['nunca buen'],cortesio,monarquía,engaño,religion,,,obligatorio poseer,fortaleza,fuerza,['variedad fauna'],lugar,arbusto,,['riesgo inminente'],['astro'],localidad,razonamiento,,,,agua,reencuentro,acaparar,,,premisa,trabajo,['cuidado personal'],proyecto nuevo,protección,,,terminar,falta personalidad,,vez obligatorio,,,terror,,cultura conocimiento,aceite,similitud
crecimiento,,,['deporte'],casco,atrapar ladrón,,arrugado,,,quiebrir,,astucia,,['justicia'],distinto color,['atencion cliente'],piel,,precariedad,diar gris,,,espacio oración,militar,['lento'],antro subterraneo,,pelicular infantil,,['fruta verdura'],hilo,,envolver,,,regalo,dulce,['generalmente contrario razon'],['hermoso'],importancia,rodear,actividad paranormal,giran alrededor,['conmemoración'],posicion social,,,,['flexible'],millonario,persona realizar acción manera veloz eficaz sorprender dema,vacío,situación límite,diminutivo grano,poder ser peligroso,viajar aire,desastrar natural,hipotesis,line,controlar,,,,,tomar,escasez agua,,['ruptura'],sentimiento hacia alguien,,persona menorar edad poder tener mas mayor edad,perjudicial,poder,sonrojar,felicidad,['modernidad'],comportamiento,realeza,preparacion,animal hablar,,,ver religioso,museo,acción mover objeto,['mito leyenda'],implicar poder,vacación,,['peligroso si saber manipular'],['objeto orbitar estrella'],ciudad pequeño,supuesto,,,,brillo,retomar,fuerza armada,,,argumentación,sudor,['salubridad'],concepcion,reflejo,,,cansancio,introvertido,,,,,castillo,,crecimiento,condimento,cercania
sumar,,,['diversion'],espátular,mano,,enfermizo,,,importante,,persona cualidad,,['vida'],flameante,['estilo clasico'],vientre,,fiesta,homicidio,,,frío,dirigir,['silencioso'],cueva,,agua,,['recolector'],aguja,,protegen contenido,,,importancia,suave,['difícil entender'],['bonito'],valor,cercano,pelicula niño,mucho vuelta generar,['inmóvil'],clasista,,,,['agil'],rodar,,espiral,detonador psicológico,poder separar grande parte pequeño,expandible,recibir olfato,generar cambio climatico,indicar,tren,llorar,,,,,subir,sabán,,['perdido'],tristeza,,implicar crecimiento persona,hacer conciencia malo,obligatoriedad,verguenza,crisis,['superioridad'],respetar,burguesía,encajar cosa,mago,,,primero comunion,lujoso,control,['oscuridad'],lindo,diversion,,['deber existir'],['astro orbitar estrella'],campo,trabajar,,,,golpe rodilla,arrepentimiento,persona ir guerra,,,razonamiento,carbon,['ducha'],germinacion,bien común,,,relajacion,cobarde,,,,,murcielago,,buscar meta,liquido,familia
agregar,,,['popular'],trabajo,tocar,,olvidadizo,,,funcional,,firmeza argumento,,['muerte'],representar nación,['utilizar herramienta'],ir comida,,descontrol,vida,,,lugar oración,planear estrategia,['baboso'],lugar oscuro estrecho naturaleza,,pantano,,['maquina recoleccion'],paciencia,,liso,,,listo,ternura,['difícil explicar'],['amable'],organización,limitar,impacto,vuelta,['cemento'],poder ser fingir,,,,['flexible'],casino,,planeta,arma,porcion,natural,bioquimico,cambio velocidad viento,pista,,confusión,,,,,ascender,terreno plano,,['llorar'],compadecer,,poder variar depender circustancia,picardía,encargo,beso,solución,['amenazadoramente peligroso'],simpatir,hereditario,planificar representar,inalcanzable,,,padre político,grande,herramienta,['alejado'],honorable,descanso,,['poder servir proteger él'],['jupiter'],rural,dar hecho,,,,mirada,culpa,ser precavido,,,punto visto,esfuerzo,['salud'],creación,reflejo,,,arduo,perosna cohibir,,,,,edad medio,,realidad diferente,morado,amigo
adquirir,,,['lento'],,abarcar,,terco,,,experto,,persona miedo,,['metal'],poseer cultura,['experiencia'],persona embarazo,,soledad,tranquilidad,,,religión,definir posición,['comible'],cuarto roca,,largo vuelo,,['abastecimiento'],abuela,,poder ser mucho cosa,,,punto,cariño,['felicidad'],['carisma'],grupo,contacto,guerra,curir,['cobre'],poder ser actuado,,,,['carnivoro'],juegos azar,,meteoro,,poder considerar él demasiado distitna persona,fogata,químico,diferente magnitud,indicador débil,,cambiar,,,,,elevar,extenso,,['tristeza'],sentimiento mas fugaz,,significar dejar ser infantil,oscuro,regla,saludo,misterio,['guerra'],conducta,jefe,planificar representar,misterioso,,,relacionado sacramento catolico,costoso,metal,['silencioso'],antiguo,naturaleza,,['poder servir violentar'],['tierra tercer'],centro ciudad,hipotético,,,,portal,extrañar,introversión,,,terremoto,,['limpieza'],nacimiento,,,,finalizar accion,miedo,,,,,palidez,,paciencia preparacion,uva,amor
mejorar empeorar,,,['nuevo york'],,llegar,,amable,,,necesario,,cualidad trabajo,,['ferio'],existir distinto versión,['manualidad'],estomago,,negativo,paso mejor vida,,,pequeño palacio,dar orden,['lento'],hacer mineriar,,bebé,,['fruta'],lana,,fragil,,,recapitulación,azucar,['alegrio'],['atractivo'],tipo empresa,tangible,miseria humano,helice,['dureza'],poder ser mentido,,,,['caminar 4 pata'],suerte,,nube,,infinito,fuego,representar cuerpo biológico,,búsqueda,,,,,,,alzar,campo,,['dolor'],vez usar disgusto,,diferenciar correcto malo,estrategia,orden,cara gordar,biblia,['punteria'],madur,poder,,espiritual,,,represenante,vivir reyes,torcar,['tension'],tumba varios persona,paisaje,,['amenza'],['azul'],grupo gente,mundo,,,,autoconocimiento,recordar,cautela,,,imitación,,['desinfección'],abundancia,,,,nostalgia,vergüenza,,,,,sangre,,paciencia preparacion,ensalado,comparar
cruz,,,['estrategia'],,repetir,,abuela,,,deber ser rápido,,persona decidido,,['peso'],luna,['tecnico'],comida,,droga alcohol,muerto malo,,,,representar,['espiral'],moe,,guagua,,['verdura'],chaleco,,ovalada,,,falta completar,golosina,['expectativa'],['fascinación'],característica especial definir,distancia,emoción,resor tú,['gran importancia'],posición,,,,['rapido'],empresario,,universo,,arena,leña,mujer,,pista,,,,,,,sublevar,liso,,['sufrimiento'],,,saber actuar,engaño,deber respetar,rubor,hecho ocurrir inesperadamente,['dañino'],educación,riqueza,,sagrado,,,acompañante competición,monarquía,maquín,['camuflaje'],construcción cementerio varios tumbos,propiedad,,['mal uso inteligencia'],['planetario'],diversidad,aprender,,,,identidad,vivencia,misterio,,,propiedad intelectual,,['cuidado'],potencial ser,,,,emocion,introvertido,,,,,mito,,atracción desconocido,fermentacion,juntar
educación básico,,,['paciencia'],,lograr,,querido,,,deber ser certero,,inteligencia,,['dieta'],definir frontera,['profesional'],hambre,,canción queir,resto,,,,organizar,['verde'],hábitat murciélago,,mito,,['temporero'],arreglar prenda rota,,pertenecer,,,específico,hijo,['reacción'],['cautivar'],asociación,influencia,distorsión,enroscar,['persona reconocido'],situación,,,,['territorial'],dinero,,estrella,,particula,carbon,crecimiento,,inicio,,,,,,,animar,verde,,['miedo'],,,crecimiento,acto,ordenado alguien representar autoridad,verguenza,poder explicar,['tecnologico'],caballerosidad,absolutismo,,divino,,,protector,edad medio,barra,['humedad'],monumento funerario,lugar gran tamaño,,['generar miedo'],['tierra'],identidad,prueba,,,,reacción,nostalgia,desconfianza,,,modelo escala,,['precaución'],diferenciar,,,,asmar,asustadacer,,,,,hallowear,,abrir él cosa nuevo,aliño,complemento
aumento,,,['tomar responsabilidad'],,meta,,costar caminar,,,problema,,comprension,,['justicia'],distinto país,['hombre'],centro,,mal ambiente social,muerte,,,,ranguir mayor,['baboso'],hogar cavernícola pasado,,sexo,,['primavera'],cocer,,poder ser harto color,,,descripción,niño,['derivo varios'],['atracción'],estructura físico,espacio delimitar,,girar,['pedestal'],categoría,,,,['mover elegantemente'],tener suerte,,misterio,,superficie,quemar,esteroid,,cuidado,,,,,,,alentar,despejado,,['duda'],,,sensatez,maldad,permiso,margarita,divino,['tactico'],cortesio,ambición,,celestial,,,patrocinador,casa burgués,apollo,['misterio'],terreno cementerio varios tumbos,privilegiar,,['intimidación'],['orbitar sistema solar'],cultura,dato,,,,,devolver él,guardar,,,,,"['mental', 'físico']",cuidado,,,,falta respiracion,callado,,,,,colmillo,,,alcuzo,
sumar,,,['concentración'],,confusión,,viejo,,,preocupacion,,rapidez,,['equilibrar'],generalmente rectangular,['peluquero'],redondo,,libertad,accidente,,,,lider,['pegajoso'],hueco natural,,infancia,,['agronomía'],ropa,,poder tener varios textura,,,gesto,fruta,['poder ser buena mala'],['deleitar'],cuerpo,energía,,enredar,['escultura'],jerarquir,,,,['buen olfato'],azar,,universo,,bordar piscina,luz,sexo,,atento,,,,,,,,limpio,,['desconsuelo'],,,juicio,malo intención,tiempo alguien mandar,sonrisa,mortal,['odio'],nobleza,lider,,magico,,,bienechor,mansión,abrir,,cementerio,dinero,,['asesinato'],['nasar'],costumbre,prefasio,,,,,ir hacia atrás,protección,,,,,"['mental', 'físico']",fragil fuerte,,,,aire,personalidad,,,,,noche,,,viejo,
mejora,,,['predecir'],,superposición,,senil,,,querer impresionar,,experiencia,,['estatua libertad'],representación,['independiente'],alimentacion,,desordir,enfermedad,,,,jefe equipo,['asqueroso'],hoyo montaña,,inocencia,,['granjar'],tejido,,general ver fruta,,,pequeño característico,caloria,['poder ser buena mala'],['seducción'],desconocido,lugar rodear,,geometrio,['figurar'],ranguir,,,,['gato'],bien material,,oscuridad,,piedra,fogon,mama,,situación,,,,,,,,horizonte,,['psicóloga'],,,prudencia,,impuesto,amistad,religioso,,honor,elitir,,religioso,,,asir sacramento,castillo,presionar,,tumba,tranquilidad,,['peligro'],['astronomíar'],tamaño pequeño,,,,,,involucionar,territorio,,,,,['calidad'],,,,,amor,nuevo,,,,,capa negro,,,sabor fuerte,
actualización,,,,,límite,,envejecimientir,,,dedicación,,lider,,['equilibrio'],creencia,['emprendedor'],guatita lleno corazón contento,,artista,tristeza,,,,autoridad,['sal'],oscuridad,,preguntar,,['granjar'],arreglar,,piel,,,listo articulo,complacencia,['cambiar manera actuar'],['agrado'],cosa,,,forma,['usado reconocimiento'],condición,,,,['tigresar oriente'],tener proteger él,,albert einstein,,rojo,hogar,medicina,,locura,,,,,,,,calmar,,['cara húmedar'],,,desarrollo,,creer base necesidad,amor,sobrenatural,,enseñanza,tradición,,asombroso,,,familiar amigo padre,casa enorme,físico,,espacio dejar cadaver,terreno,,['desiciva'],['estrella'],tradición,,,,,,,respaldo,,,,,['preservación'],,,,,,falta seguridad,,,,,ajo,,,venir,
matemático,,,,,abarcar,,edad,,,,,ejemplo,,,símbolo,['estilista'],sensacion,,vida alocado,putrefaccion,,,,,['antena'],rustico,,padre,,['fruta'],unir telar,,recubirmiento,,,importancia,hormiga,['interno humano'],['glamour'],unidad,,,rizado,['representación'],fase,,,,['león'],responsabilidad,,chile,,juego,horno,dias,,psicópata,,,,,,,,accesible,,['abrazo'],,,alcanzar,,preciso,coquetear,beneficioso,,buena costumbre,solo,,magico,,,familiar amigo padre,riqueza,torcar,,monumento cementerio,propiedad,,,['mineral'],rural,,,,,,,resguardo,,,,,['bienestar'],,,,,,inocencia,,,,,película crepúsculo,,,bicarbonato,
agragar,,,,,lejos cerca,,año,,,,,exito,,,telar,['artista'],presentimiento,,alcohol,negro,,,,,['ojo'],hogar,,hijo,,['tempero'],maquín coser,,corteza,,,,subir peso,['vez visible'],['bello'],existir,,,resor tú,['escultura'],etapa,,,,['simba'],destino,,norte,,pulidir,chimenea,,,entender,,,,,,,,lugar amplio,,,,,adaptacion,,excepción,,inexplicable,,agrado,antiguedad,,irreal,,,confianza,nivel,fuerza,,altar cementerio,casa,,,['masa tierra piedra'],solitario,,,,,,,guardar cosa,,,,,['longevidad'],,,,,,introvertido,,,,,pálido,,,ácido,
computación,,,,,tocar,,sabidurio,,,,,beneficio,,,imagen,['creatividad'],procesador alimento,,droga,final,,,,,['pequeño'],tenebroso,,hermano,,['molino'],aguja,,cubierto,,,,galleta,['vez poder controlar'],['simpatico'],descrito atributo,,,estrella,['imagen figurar humano'],nivel,,,,['tigre'],exito,,telescopio,,espinilla,fuego,,,experiencia,,,,,,,,plano parejo,,,,,crecer,,dar orden,,luz,,aceptación,historia,,historico,,,afecto,jerarquia,ingenio,,personaje,jardin,,,['espacial'],convivencia,,,,,,,ahorro,,,,,['limpieza'],,,,,,callar,,,,,murcielago,,,ph,
sumar,,,,,medida,,experiencia,,,,,positivo,,,rectángulo,['peluquero'],comida,,musico,vejez,,,,,['baboso'],historica,,,,['buen época'],mamá,,pellejo,,,,abuela,,['simpatico'],fantasma,,,redondo,['piedra'],clase social,,,,['animal'],ambición,,cohete,,imperfeccion,bruja,,,mal,,,,,,,,,,,,,progresar,,obedecer,,esperanza,,comportamiento,rey,,imaginario,,,pelicular,grande,mover,,griego romano,espacio,,,['extraterrestre'],lugar lleno casa,,,,,,,proteger,,,,,['buen salud'],,,,,,ansiedad,,,,,,,,cocina,
abundancia,,,,,altura,,demencia,,,,,inteligente,,,orgullo,['barba'],estomago,,valparaíso,asesinato,,,,,['lento'],cueva,,,,['satisfacción laboral'],niñera,,envoltura,,,,chocolate,,['fácil tratar'],,,,circulo,['gran volumen'],condición,,,,['cuadrúpedo'],tener preocupación material,,grande duda,,anomaliar,quemar,,,,,,,,,,,,,,,,salir adelante,,imponer regla,,sorpresa,,mesa,cargo,,poder,,,italia,historico,ayuda,,lugar,metro cuadrado,,,['mar tú'],albergue hogar,,,,,,,,,,,,['ser vivir sano'],,,,,,autoestima baja,,,,,,,,ensalado,
agregar,,,,,capacidad,,enfermedad,,,,,astuto,,,país,['pelo'],gordo,,fluir,suicidio,,,,,['oler mal'],rocosa,,,,['recompenso'],bastar pantalón,,película,,,,alfajor,,['hechacer'],,,,tornado,['peso'],posición social,,,,['pelo'],riqueza,,englobar mucho cosa dentro universo,,construccion,medieval,,,,,,,,,,,,,,,,,,,,,,protocolo,poseer corona,,ilusión,,,desaparecido,jardín,peso,,grecia,naturaleza,,,['mercurio'],unión cultura,,,,,,,,,,,,,,,,,,mirada calma,,,,,,,,conservar,
añadir,,,,,,,arruga,,,,,pillo,,,pasión,['estilista'],cerveza,,dejar tabú,muerte,,,,,['poseer caparazon'],humeda,,,,['brindar alimento'],vestir,,desperdicio,,,,cariño,,['sumamente atractivo'],,,,laberinto,['permancer presente'],posición politico,,,,['bigot'],causa azar,,forma diferente,,playa,asado,,,,,,,,,,,,,,,,,,,,,,conducta,pertenecer realeza,,desconocido,,,mafia,sociedad,pivote,,dios,lugar,,,['mar tú'],,,,,,,,,,,,,,,,,,,interesante,,,,,,,,escabeche,
matemática,,,,,,,,,,,,ingenioso,,,lucha,['buen apariencia'],ombligo,,sexualidad,cuerpo,,,,,['antena'],frio,,,,['periodo especifico'],,,residuo,,,,amor maternal,,['persona encantadorar'],,,,infinito,['historia'],emocional,,,,['garra'],dinero,,similitud nube,,cemento,reunion,,,,,,,,,,,,,,,,,,,,,,mamá,,,misterioso,,,regla,realeza,girar,,pelea,tierra,,,['tierra'],,,,,,,,,,,,,,,,,,,cuidar,,,,,,,,,
contar,,,,,,,,,,,,valiente,,,color,['detallista'],parte cuerpo,,travesti ,energía,,,,,['casa'],natural,,,,['requerir tiempo'],,,capa protector,,,,miel,,['lugar encantador'],,,,fibonacci,['arte'],posición comunidad,,,,,,,visible visto,,,llamar,,,,,,,,,,,,,,,,,,,,,,saludar,,,antiguo,,,familia,dinero,jalar,,olimpo,limitar,,,['espacio'],,,,,,,,,,,,,,,,,,,dulce,,,,,,,,,
aprender,,,,,,,,,,,,heroico,,,identificación,['limpiesa'],pelo,,fiesta,tieso,,,,,['solitario'],oscuro,,,,"['conjunto fruta', 'semilla']",,,cubierto,,,,ter azúcar,,['bello'],,,,,['representación'],nivel,,,,,,,,,,candelario,,,,,,,,,,,,,,,,,,,,,,mesa,,,incomprensión,,,distancia,monumento,,,poder,terreno,,,['galaxia'],,,,,,,,,,,,,,,,,,,risueño,,,,,,,,,
cambiar,,,,,,,,,,,,valor,,,nación,['tijera'],guato,,arte,pesado,,,,,['gustar humedad'],escondido,,,,"['conjunto fruta', 'semilla']",,,amargo,,,,abrazo,,['tentador'],,,,,['inmortalizar imagen'],calidad,,,,,,,,,,ejecucion,,,,,,,,,,,,,,,,,,,,,,cordialidad,,,magico,,,relacion sangre,rey reina,,,grandeza,superficie,,,['sistema solar'],,,,,,,,,,,,,,,,,,,amigo,,,,,,,,,
crecer,,,,,,,,,,,,valiente,,,artefacto telar,['peinir'],enfermedad,,diferente,triste,,,,,['feo'],solo,,,,['resultado'],,,alimento,,,,ternura,,['bueno'],,,,,['caracterización atributo'],jerarquia,,,,,,,,,,caliente,,,,,,,,,,,,,,,,,,,,,,portar él bien,,,brujo,,,respetar,inglaterra,,,cementerio,tierra,,,['espacio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,atrever él,,,visión fundador,['maquín pelo'],descuido,,oscuro,inanimado,,,,,['baboso'],silencio,,,,,,,proteccion,,,,,,['enamorado'],,,,,,poder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mamá,,,espacio,,,corazon,arab,,,entierro,propiedad,,,['distancia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,temerario,,,,['moda'],grasa,,divertido,descomposición,,,,,['conchaber'],nocturno,,,,,,,armadura,,,,,,['gustoso'],,,,,,capacidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonreir,,,planeta,,,,monarquía,,,estructura marmol,pasto,,,['esfera'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,riego,,,,['antiguo'],hipertension,,,funeral,,,,,['lento'],salvaje,,,,,,,fruta,,,,,,['atraccion'],,,,,,apariencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amabilidad,,,estrella,,,,lujo,,,perpetuo,naturaleza,,,['diversidad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,peligro,,,,['hipster'],ejercicio,,,llanto,,,,,['espiral'],hogar,,,,,,,huevir,,,,,,['agrado'],,,,,,imagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caballero,,,auroro boreal,,,,poder,,,,hogar,,,['vida'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,osado,,,,['oficio'],sedentarismo,,,putrefacción,,,,,['moluscir'],cubierto,,,,,,,duro,,,,,,['belleza'],,,,,,sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,señoritar,,,epico,,,,espacio impecable,,,,planta,,,['misterio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,viveza,,,,['conversación'],peligroso,,,muerte,,,,,['marino'],montaña,,,,,,,defensa,,,,,,['caer bien'],,,,,,dinero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usted,,,divino,,,,decorado,,,,arbol,,,['distinto tamaño'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,héroe,,,,['entretenido'],comida chatarra,,,final ser humano,,,,,['terrestre'],hueco,,,,,,,exterior,,,,,,['agradar'],,,,,,éxito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dios,,,,majestuoso,,,,paz,,,['energía'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,valentir,,,,['pelo'],carbohidrato exceso,,,cuerpo muerto,,,,,['sinusoidal'],oscuridad,,,,,,,papa,,,,,,['facultad positivo'],,,,,,nivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mitologia,,,,extravagante,,,,,,,['materia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,choreza,,,,['peinado'],gordura,,,,,,,,['plagar'],circular,,,,,,,protección,,,,,,,,,,,,lugar sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contelación,,,,ostentoso,,,,,,,['orbitar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,atento,,,,['barba'],comer,,,,,,,,['caparazón'],falto oxigeno,,,,,,,envar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santo,,,,historia,,,,,,,['cuerpo celestar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,listo,,,,['embellecedor'],beber cerveza,,,,,,,,['lento'],tenebroso,,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,espiritu,,,,reyes,,,,,,,['albergue mineral'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ser inteligente,,,,['trabajo'],pantalón apretado,,,,,,,,['debil'],murciélago,,,,,,,café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe,,,,fiesta gala,,,,,,,['trozo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,prevenir,,,,['oficio'],botón,,,,,,,,['blar'],insecto,,,,,,,chanchito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creencia,,,,grande bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hacer leso,,,,['inmigrante'],camisa,,,,,,,,['inofensivo'],jungla,,,,,,,contenido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majico,,,,grande bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,odiseir,,,,['estilo'],señor,,,,,,,,['feo'],humedo,,,,,,,nuez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inexplicable,,,,símbolo poder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,valiente,,,,['recorte'],calor,,,,,,,,['asqueroso'],frio,,,,,,,proceso mental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inentendible,,,,casa realeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,heroe,,,,['emparejar'],ombligo,,,,,,,,['biscoso'],roca,,,,,,,pelar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mentira,,,,albergar autoridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,arrogancia,,,,,,,,,,,,,['babós'],hombre,,,,,,,huevir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consuelo realidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,prepotencia,,,,,,,,,,,,,['sal'],evolución,,,,,,,protección,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,energía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,sobresalir,,,,,,,,,,,,,['animal'],darwin,,,,,,,caparazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hippie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
