adición,aguante,aguijón,ajedrez,albañil,alcance,aliento,anciana,aptitud,aristas,arreglo,atuendo,audacia,aullido,balanza,bandera,barbero,barriga,biólogo,bohemia,cadáver,camisón,cantina,capilla,capitán,caracol,caverna,cazuela,cigüeña,conjuro,cosecha,costura,crucero,cáscara,delicia,descaro,detalle,dulzura,emoción,encanto,entidad,entorno,espanto,espiral,estatua,estatus,evasión,facetas,fealdad,felinos,fortuna,frenesí,galaxia,gatillo,granito,hoguera,hormona,huracán,indicio,inercia,influjo,ingreso,intriga,lamento,letrero,levante,llanura,lucidez,lágrima,lástima,madrina,madurez,malicia,mandato,mejilla,milagro,misiles,modales,monarca,montaje,místico,neblina,nitidez,padrino,palacio,palanca,pantano,panteón,parcela,pericia,pistola,planeta,poblado,premisa,pupitre,péndulo,reclamo,reflejo,regreso,reserva,resorte,revuelo,réplica,salario,sanidad,semilla,socorro,solidez,soltura,suspiro,timidez,torpeza,tributo,trámite,validez,vampiro,vanidad,viajero,vinagre,vínculo
,estamín,poder causar hinchazón,blanco negro,pobre,,exhalar,cana,talento,intersección plano,,estilo,,lobo,nivelado,unidad,afeitar,embarazado,investigacion,raro,['misterio'],vestido dormir,cerveza,santo,conocedor,,piso frío,alimento,pluma,cine,aguacate,servir reparar crear cosa,mar,,gusto,negativo,cualidad especificar,['aparecer principalmente postre fruta'],,,poder cumplir función,contexto,pavor,circular,represetancion,,prediccion,distinto,cosa animal poder ser feo,saltar,suerte,comportamiento,agujerir negro,decisión vuelta atrás,,fuego,crecimiento,,poder originar él mundo idea,permanecer reposo,forma poder,,['dar curiosidad'],,verde,naciente,['pastizal'],ir perder edad,lubrica ojo,disgusto,relacion niño-adulto,,alguien malo,ejercer liderazgo,['chico'],,,resguardo aprobación social,soberania,obra,detra,clima,transparencia,,vivir familia real,ejecutable,,,lote,resolver problema,,animal,familia,poder ser verdadero falso,salon,usar demostración,desacuerdo,igual,,cuidar,sillon,tension,,dinero trabajo,limpio,tierra,,ser duro,soltar él emocionalmente,jadeo,rasgo personalidad,alguien torpe,,,,['ojo rojo'],,lugar,químico,unión
,sobrecargo,peligro,pieza,barba,,dióxido carbono,encorvado,destreza,bordar,,vestuario,,perro,aparato,noción,cuidar cabello,pansa,medio ambiente,común,['cuerpo'],sueño,amistad,unión,delegado,,cueva,contundente,asocia nacimiento,anabelle,,hacer costurera,lujo,,dulce,desubicar,pequeño,['aparecer principalmente postre fruta'],,,vez utilizar magnitud superior,espacio redondo,,,figurar,,anticipacion,parte persona,cosa animal poder ser feo,gato,futuro,emocion,universo,pistola,,crimen,pubertad,,propiedad objeto,mantener él movimiento,acota espacio posibilidad,,['relacioar inteligencia'],,publicidad,subir,['naturaleza'],malo perder,contener principalmente agua,malestar,soler ser persona cercano padre,,buscar hacer daño,ejercer poder,['parte cara'],,,evolucionar sociedad,país,teatro,incertidumbre,nube baja,precision,,lujo,poder mover él,,,campo,destreza,,persona,rural,poder ser tipo menor mayor,escuela,oscilar horizontalmente,solicitud,,,omitir,objeto,poder ser mucho persona,,poder ser servicio tambien,poder enfermar,sembrar,,propiedad solido,elongar fisico,alivio,dificultar interacción,person incompetente,,,,['hallowear'],,turista,mal,ligaduro
,resistencia,abejo,estrategia,casco,,bocar,caminar lento,confundir harto actitud,orilla,,ropa,,camunicacion,,grandeza,creatividad,gordo,naturaleza,excéntrico,['putrefacción'],ropa noche,reunion,esfuerzo,responabilidad,,hoyo,grande,poder volar,angustiar,,trabajadorar,familia,,agradable,inconsciente,hacer diferenciar,"['emocionalmente', 'provocar ternura']",,,representar ideal,distancia cercano,,,personaje,,escapar,parte figura,poder usar cosa fisica,animal,inexacto,poder ser persona colectivo,sol,muerte,,aniquilar,enamoramiento,,abstracto,objeto mismo poder cambiar movimiento,acto influenciar,,['dar inter objeto aplicar'],,mensaje,,['solitario'],normal,barrera protector,,religion soler necesitar bautismo,,falta empatir,mandar,['dos'],,,implicar respetar,lider,,sobrenatural,reducir visibilidad,mucho función uso,,,permitir ejecutar accion,,,tierra,talento,,continente,lejania,anticipo,colegio,poder oscilar hora,devolucion,,,discreción,elastico,conmocion,,tema debate,salud,terreno,,poder ser concepto idea,libertad,resignación,impedir desear interactuar,negativo,,,,['pelo negro'],,país,manzán,
,capacidad,punta,intuición,trabajador,,deporte,escucha menos,capacidad hacer trabajo,esquina,,telar,,luna,,sentimiento pertenencia,afeitador,guato,laboratorio,noche,['terror'],comodo,lugar comun,fe,encargado salvaguardar embarcación tripulante,,bajo tierra,comida chileno,pico largo,amarrir,,especialista,aventura,,causa seansion placentera,vergüenza,mejorar,['corazón'],,,representar persona,,,,historia,,huir,característica,soler usar él insulto,grande,favorable,poder ser persona colectivo,luna,ruleta ruso,,castigo,deficit,,evidencia,mecanico,genero cambio,,['accion obtener'],,cartel,,['caballo'],cordura,aparecer emoción,,comun catolisismo,,villano,orden,['junto bocar'],,,circunscrito grupo,nobleza,,paranormal,peligroso manejar,claridad,,,accionable,,,propiedad,conocimiento,,agua,pequeño,indicio,profesor,existir ecuación describir movimeinto,queja,,,guardar cosa,volver original,agitación,,sueldo,cuidar bienestar,verdura,,firme,habilidad,exhalación,incidir preferir pasar inadvertir,tierno,,,,['tipo murciélago'],,travesiar,podrir,
,límite,afilar,rapidez mental,constructor,,respirar,dormir,imprescindible mundo actual,línea,,moda,,llamado,,esfuerzo,barba,obeso,anteojo,,['cuerpo muerto'],cama,familiar,comunión,ranguir,,subterraneo,perfecto invierno,ave,bruja,,técnica,barco,,ambrosia,osado,particular,['afectar receptor'],,,personalidad,,,,dureza,,evasion impuesto,definición,característico físico,pequeño,lectura,locura temporal,,arma,,sentencia,producto quimico,,prueba,termico,sugerir,,['humano'],,aviso publicitario,,['relajo'],disminucion causa confusion,caer gravedad,,familia,,egocentrismo,legal,['debajo ojo'],,,costumbre,tirano,,dudoso procedencia,comun invierno,cualidad objeto,,,ocupar tren,,,,acertar cierto cosa,,tierra,asentamiento humano,premonicion,basico,objeto colgar,mostrar desconformidad,,,juntar elemento usar él después,mecanismo libera energiar,usualmente negativo,,bruto liquido,eliminar virus bacteria nocivo,fruta,,compacto,meditacion,bocanada,confundir erróneamente introversión,comun gente inexperienciado,,,,['alimentar sangre'],,excursion,aliño,
,poder mejorar,dolor,2 contrincante,deber ser fuerte,,aire,ocupar bastón,capacidad,geometer básico,,fashion,,recorrer distancia bien largo,,equipo,tradición,abdomar,cientifico,,['tragedia'],usar salir,bar,sufrimiento,trabajo equipo,,acceco minar,nutritiva,pata larga,hechacer,,expertar,vacación,,comida rica,atrevir,pormenor,['afable'],,,rostro,,,,personaje,,eludir,,subjetivo,peludo,creencia,mental,,oeste,,llamar,tipo distinto,,señal,resistencia cambio,imponer,,['curiosidad objeto evento'],,envia mensaje,,['verde'],claridad,discreta posible contarla,,mujer,,propiciar inestabilidad,capitán,['todo persona'],,,comportamiento,anticuado,,misterioso,niebla version mas intenso,resolución alto,,,ocupar vehicu él motorizado,,,,habilidad hacer,,hogar,pequeño,suposición,alumno,movimiento,sernac,,,tener después,usar muchisima cosa,alborotir,,querer mas alto,espacio persona,germinar,,mayorio cosa material,desatar,lamento,incidir desear eludir grande aglomeración,baja coordinacion,,,,['contar ala membranosa'],,,salir manzana,
,soportar,avispa,tension,construir edificio,,lavar él diente,adorable,habilidad natural,conexión 2 cosa,,buscar favorecer,,voz,,club,cuidado personal,vientre,ciencia,,['hueso'],hombre casi usar,tomar,liberación,mentalidad abierto,,mineer,comida tradicional,blanco negro,pelicular terror,,hi él,familia,,galleta,temor,elemento,['persona agradable'],,,ser,,,,memorial,,evitar negativo,,desagradable visto,garra,astrología,ira,,vaquero,,pirar,comunmente dlar sistema endocrino,,sospechar situacion,ley newton,resultado opinion,,['animal tambien pasar'],,usar informar,,['poco árbol'],entendimiento,lámpara vidrio cristal,,bautizo,,producir propiciar muerte,jefe,['piel'],,,regla social,predefinir,,espiritual,metereologia,claro,,,permitir detener accion,,,,cualidad,,orbitar,primitivo,hipotesis,mayor,oscilación,soler hacer negativo,,,pensar futuro necesidad,juguete llamado slinky,impacto,,existir minimo,evitar transmisión virus bacteria,,,macacer,cualidad persona,,bloquear determinado curso acción,poder ser fisico inteligencia,,,,['poder volar'],,,mezcla putrefacta,
,dar él,,concentración,reparar,,,problema salud,cualidad,,,haute couture,,canino,,comunidad,uso navaja,gordura,ser vivio,,['esqueleto'],prenda,comer,religión,estratega,,lugar profundo,comun pollo vacuno,animal,magia,,aguja,amor verano,,snack,insolente,rasgo,['nivel azúcar producto'],,,persona,,,,ilustracion,,ignorar,,negativo,cazador,dinero,violencia,,pelea,,fogon,deficiencia abundancia peligroso,,huella,momento,autoritario,,['producir misterioso'],,normalmente uso comercial,,['terreno'],transparencia,resplandecir luz,,confirmacion,,,poder,['cara'],,,respecto,poderoso,,religioso,soler formar él clima frio,enfocado,,,estructura,,,,mejorable,,espacial,provisional,planificación previo,estudio,colgante,deberio poder hacer él cada servicio,,,ser precavido,estudiar fisicar,,,sueldo fijo,,,,rigido,relajación,,vergüenza,poder ser fisico inteligencia,,,,['malo visto'],,,verdura,
,perseverar,,pensar,trabajar obra,,,menos memoria,poder ser varios area,,,cambiar ocación especial,,sonido fuerte,,nacion,profesión emergente,adelgazar,hacer investigación,,['muerte'],sueño,lugar socializar,iglesia,lider,,hogar prehistórico,rica,plumifero,demoniaco,,modista,orilla mar,,turco,,sobresalir,['tanto azucarado'],,,institución,,,,hecho,,normalmente evadir problema persona,,,tierno,riqueza,locura,,enfrentamiento,,caliente,ayudar mantener homeostasis cuerpo,,signo pasar,existir lineal angular,imponer idea,,['duda'],,anuncio,,['plano'],coherencia,agua,,protector,,,respetar,['suave'],,,forma buena mala,lider,,divino,comun aparecer lluvia,limpio,,,permitir cambiar velocidad,,,,,,explorable,lugar,punto inicio,materia,punto equilibrio,demandar,,,tener va usar,ley hooke,,,periódico,,,,determinado,hablar traba,,inseguridad,soler traer experiencia mala,,,,['emplear onda sonoro guiar él'],,,liquido,
,tolerancia,,estrategia,poder ser peligroso,,,abuela,facultad hacer,,,imagen,,realizar canino,,rectángulo,peluquero,poner él forma,medio ambiente,,['fallecimiento'],suave,soler picar vez comida,ir orar,organizador,,cavernicolir,come varios país,asocia origen recien nacido,mago,,diseño,isla,,sabor,,fragmento cosa,['miel'],,,suceso paranormal,,,,arte,,fraude,,,colmillo,éxito,exaltado,,letal,,anaranjado,regular proceso,,sintomar,existir lineal angular,predomino,,['curiosidad'],,luz,,['liso'],logica,tristeza,,comadre,,,control,['parte cara'],,,norma relacionar él,mandamás,,sagrado,necesitar alto humedad,imagen claro,,,material sólido,,,,,,vasto,pueblo pequeño,plan basado supuesto,puesto,sistema oscilatorio,soler ser cliente-representante,,,ahorrar cosa comestibl,poder ser horizontal vertical,,,parte contrato,,,,particula junto,,,panico,mal sistema motor,,,,['pelo cuerpo'],,,comestible,
,trabajo duro,,blanco,trabajo fisico,,,vejez,destreza,,,conjunto vestimenta,,imitable,,color,moda,panza,stem,,['persona'],dormir,soler ir niño,casa dios,dar orden,,excavación,gran variedad,ave,bruja,,hábil,titanic,,sensación,,prolijo,['sabor'],,,representar total comunidad,,,,escultura,,implicancia negativo,,,agazapar él,cosa buena mala,ímpetu,,brutal,,llameante,hombre mujer nivel distinto,,presentimiento,movimiento,pensamiento,,['llamar atencion'],,señaletica,,['perfección'],mejor alcance,alegrio,,familiar indirecto,,,dirigir,['rozada'],,,buen educación,soberano,,contemplativo,necesitar alto humedad,vídeo claro,,,servir hacer fuerza,,,,,,naturaleza,villa,afirmación,mezcla mesa silla,periódico,queja,,,,poder usar medir peso,,,dinero,,,,constancia,,,incapacidad socializar,poder ser innato causado externo,,,,['morder secretar anticoagulante'],,,permitir aliñar ensalado,
,capacidad,,negro,estereotipo tirar piropo,,,cana,talento,,,combinación,,lobo,,mastil,cuidado facial,grande,mucho sub disciplina,,['asesinato'],pijamar,vender bebida alcoholica,lugar espiritual,respetar admiración,,platon,pollo,poder volar,ritual magico,,,derivo,,inmejorable,,vez compra manera,['expresión cariño'],,,compañía,,,,monumento,,evitar,,,familia mamifero,cosa buena mala,violencia,,parte arma,,fogata,variar edad,,premonición,flojera,movilizar,,['inter'],,mostrar legalidad,,['campo'],capacidad mental,reaccion quimicar ser humano,,cercano,,,superioridad,['dos'],,,persona educado,moderador,,abstracto,nube,pixeleado,,,servir mover objeto,,,,,,antiguo,potencial crecimiento,condición previo,usar colegio,estudiable,salio mal,,,,alambre,,,moneda,,,,firmeza,,,persona poco palabra,despistado,,,,['nariz chatar'],,,poder salir uva,
,fuerza,,figura,trabajador,,,arruga,don,,,personalizado,,perro,,independencia,tradición antiguo,diverso motivo causa,científico,,['aniquilación'],suave,poner partido importante zona,cura sacerdote,respetar admiración,,civilización primario,sopar,ser vivir,necestian ingrediente,,,amistad,,,,implicar cantidad definición,['mermelada'],,,asociación,,,,representación,,esquivar,,,gato,destino,,,pistola,,fuego,organismo multicelular,,existencia,innactividad,consecuencia producir cosa,,['misterio'],,cartel,,['espacio vacío'],,ser humano,,ligado persona,,,regular,['redonda'],,,costumbre,soberano,,mágico,reducción visto,,,,tubular alargada,,,,,,único,gente,idea,mayorio considerar incomoda,útil,dar escrito,,,,forma espiral,,,remuneración,,,,fuerte,,,persona introvertido,incompetencia,,,,"['mitología', 'hombre muerto alimentar sangre']",,,util cocina,
,resistencia,,,obrero,,,enfermedad,capacidad,,,mostrar identidad,,sonido emitir lobo,,pertenencia,cortador pelo,panza,estudiar biología,,['cementerio'],grande,trago,cristo,militar,,origen estamento ser humano,choclo,come,usar gesto especifico,,,vacación,,,,poder ser listo compra pormenorizado,['amoroso'],,,corporación,,,,simbólico,,cumplimiento,,,grande,suceso,,,tirar bala,,pirar,mensajero quimico,,duda,falta energiar,influencia,,['suspenso'],,letra,,['terreno plano'],,llanto,,,,,lider,,,,trradición,tirano,,irreal,smog,,,,palo,,,,,,esfera masa menor sol,población,previo,universidad usar,,dar hablar,,,,perder forma,,,trabajo,,,,duro,,,miedo,ineptitud,,,,"['mitología', 'hombre muerto alimentar sangre']",,,hacer venir,
,,,,operario,,,muerte,habilidad,,,ropa,,voz,,escudo logo nación,persona,abdomar,persona,,['persona acostado tabla'],,música,virgen,guerra,,aislar frio,zapallo,pluma,magia,,,viaje recreacional,,,,utilizar solicitar descripción cierto nivel descripción,['cariñoso'],,,conjunto,,,,respetable,,afrontar,,,salvaje,universo,,,iniciar evento,,abrasante,parte ser humano,,signo,reposo,dominio,,['expectación'],,forma cuadrado,,['sincronir'],,pena,,,,,presidente,,,,tenedor,autoritario,,fantástico,bruma,,,,barra,,,,,,parte sistema solar,casa,concepto,antiguamente madera duro,,reivindicar,,,,recurso cosa funcionar,,,pagar,,,,característico físico,,,retraer,poco agilidad,,,,['existir'],,,ácido,
,,,,utilizar casco,,,sabidurio,talento,,,conjunto,,,,representación,hombre,grande,profesional,,['crimen'],,vaso,cruz,fuerte sabio,,cueva,poroto verde,poder respirar,función,,,viajar distinto parte,,,,especifico,['dulce'],,,existir,,,,honor,,huir,,,agil,suerte,,,cola disparador,,,existir distinto tipo,,inducir,pensar él,predominar,,['sentimiento'],,informacion,,['desierto'],,triunfo,,,,,gobernante,,,,cultura lugar,inter,,,gota agua,,,,fijo,,,,,,rota alrededor sol,mucho persona,juzgable,antiguamente madera duro,,protestar,,,,elástico,,,retribución,,,,materia,,,temeroso,atontamiento,,,,['chupar sangre'],,,usar comida,
,,,,trabajar cemento,,,hueso debil,poder adquirir,,,prenda vestir,,,,ondear viento,estilista,vientre,estudiar ser vivo,,['cuerpo vida'],,luz,cristiano católico,fuerte sabio,,oscuridad,caliente,ave,luz,,,poder ser internacionl,,,,demorar,['pastel'],,,generar conjunto cosa similar,,,,admirable,,fugar él,,,cazador,camino,,,arma fuego,,,generar cambio persona,,interpretar,costumbre,mandar,,['llevar búsqueda respuesta'],,anuncio,,['planiciar'],,perdido ser querido,,,,,gobernar nación grupo,,,,respetar hacia persona,jefe,,,sombrio,,,,palar,,,,,,contener lugar habitar,agrupación ser,ejercicio matematico,estudio,,disconformidad,,,,estudiable,,,retribuyente,,,,rígido,,,falto personalidad,error,,,,['relacionado murcielago'],,,poder ser blanco rojo,
,,,,trabajar obra,,,baston,,,,,,,,país,cualidad cortar pelo,hambre,estudiar planta,,['vida'],,mesa,,salvador,,misterio,invierno,blanco,símbolo,,,durar varios noche,,,,definicion,['reposterio'],,,identificar,,,,arte 3d,,escapar él,,,carnivoro,suerte,,,mecanismo disparo,,,sustancia químico,,pista,ley newton,persona poderoso,,,,pancarta,,['inclinación'],,llorar,,,,,mandar,,,,tener mismo canal comunicacion,rey,,,impresicion,,,,levantar,,,,,,producir energía,conjunto significativo ser vivo,interpretacion,academia,,comunicado escrito,,,,indeformable,,,,,,,moldeable,,,serio,poco habilidad,,,,['colmillo'],,,líquido,
,,,,utilizar zapato especial,,,chaleco lana,,,,,,,,,arregla barba,todo persona,científico,,['ahora muerto'],,silla,,,,grande,caliente,pluma,,,,ir adulto mayor,,,,explicacion,['quequ'],,,concepto base dato,,,,marmol,,escape,,,tigre mas grande,predecir futuro,,,peligroso,,,controlar proceso biológico,,sustantivo común,capacidad movimiento,autoridad,,,,informativo,,,,líquido,,,,,imponer norma,,,,entendimiento,rey,,,tapa visión,,,,tirar objeto,,,,,,roca mayor gravedad inert,gran población,deduccion,molesto,,soler escribir él libro,,,,forma espiral,,,,,,,molécula ordenada,,,autista,cualidad persona,,,,['animal'],,,embasar botella,
,,,,cortar madera,,,fragil,,,,,,,,,barbitar,piel,estudioso vida,,['cuerpo muerto'],,bar,,,,oculto,abuela,nacimiento,,,,facil enfermar él,,,,vuelta,['persona carismatico'],,,,,,,arte griego romano,,acción,,,chile 5 salvaje nativo,probabilidad,,,automatico semiautomatico,,,existir mujer,,signo,reacción,fluir,,,,claro,,,,agua,,,,,base elección,,,,razocinio,electo,,,repentina,,,,herramienta,,,,,,esfera emitir luz,,poder llevar contradiccion,mueble,,llegar jefe,,,,metal torcido,,,,,,,,,,relacionado,incapacidad hacer acción cuidadosamente,,,,['miedo ajo'],,,usar ensalada,
,,,,usar sierra,,,viejo,,,,,,,,,persona,estomago,importante,,['asociado muerte'],,cigarro,,,,montaña,mamá,transportadora,,,,comun ir familia,,,,extenso,['disposicion'],,,,,,,arte griego romano,,veloz,,,mas rapir guepardo,casino,,,activador,,,existir hombre,,señal,,prestigio,,,,conciso,,,,poder ser alegría,,,,,tomar decisión,,,,cuchillo,gobernar sangre,,,fer,,,,útil,,,,,,,,lenguaje,temporal,,útil mejorar,,,,,,,,,,,,,,gustar interactuar,resultante poco actividad motriz,,,,['poder volar'],,,mejora sabor,
,,,,trabajar riesgo,,,agotado,,,,,,,,,trabajador,ombligo,,,['enterrar'],,bar,,,,mito,rico,viajero,,,,viaje puedne durar mes,,,,asunto,['propiedad alimento'],,,,,,,persona estático,,ágil,,,mas rapir guepardo,dinero,,,parte herramienta,,,sustancia químico,,sospechar,,poder,,,,atractivo,,,,poder ser pena,,,,,,,,,bien ver,imposición ley norma,,,vez peligroso,,,,,,,,,,,,usar lógica,apoyo,,,,,,,,,,,,,,,,efectivo,usualmente negativo,,,,['salir diar'],,,aliño,
,,,,construir,,,sabio,,,,,,,,,experto,,,,['muerte'],,alcohol,,,,encierro,delicioso,grande,,,,barco,,,,error,['poder ser carácter alguien'],,,,,,,blanco u alguno metal,,,,,animal,buen vida,,,ergonómico,,,interno cuerpo,,pista,,mandato,,,,,,,,salir hojo,,,,,,,,,forma comportar él,trono,,,,,,,,,,,,,,,hipótesis,mesa colegio,,,,,,,,,,,,,,,,amigable,,,,,['salir noche'],,,amargo,
,,,,,,,tranquilar,,,,,,,,,técnico,,,,['fin'],,fiesta,,,,frio,chileno,elegante,,,,casino,,,,imperfeccion,['forma tratar alguien'],,,,,,,adorno,,,,,carnívoro,alguien suerte,,,pistola,,,universal,,inicio,,,,,,,,,,pena,,,,,,,,,poder ser malo buen,corona,,,,,,,,,,,,,,,usar idea,banquillo,,,,,,,,,,,,,,,,individualista,,,,,['palido'],,,malo,
,,,,,,,arrugado,,,,,,,,,especialista,,,,['llanto'],,cigarro,,,,humedad,,bipeda,,,,piscina,,,,deterioro,['ternura'],,,,,,,dibujo real,,,,,león,,,,muerte,,,,,comenzar,,,,,,,,,,llanto,,,,,,,,,si malo bueno depender cultura,familia real,,,,,,,,,,,,,,,noticia,mesa,,,,,,,,,,,,,,,,problema social,,,,,['ser real'],,,sabor fuerte,
,,,,,,,lento,,,,,,,,,barbería,,,,['lagrima'],,cerveza,,,,,,,,,,vacación,,,,pequeño,['azúcar'],,,,,,,estático,,,,,trigr,,,,bala,,,,,prueba,,,,,,,,,,llorar,,,,,,,,,practicado persona,linaje,,,,,,,,,,,,,,,supuesto,colegio,,,,,,,,,,,,,,,,sicologico,,,,,['criaturar mitológico'],,,olor fuerte,
,,,,,,,mover,,,,,,,,,peluquero,,,,['cementerio'],,,,,,,,,,,,trópico,,,,poder afectar gran manera,['amor'],,,,,,,,,,,,leopardo,,,,guerra,,,,,señal,,,,,,,,,,alegría,,,,,,,,,intangibl,ingaterra,,,,,,,,,,,,,,,hipótesis,escuela,,,,,,,,,,,,,,,,miedo sociedad,,,,,['chupar sangre'],,,dos tipo,
,,,,,,,retirada,,,,,,,,,hábil,,,,['fallecimiento'],,,,,,,,,,,,barco,,,,error,['glucós'],,,,,,,,,,,,salvaje,,,,disparar,,,,,rastro,,,,,,,,,,emoción,,,,,,,,,existir,,,,,,,,,,,,,,,,presuposición,antiguo,,,,,,,,,,,,,,,,característico persona,,,,,['vivir transilvania'],,,liquido,
,,,,,,,anticuado,,,,,,,,,capaz,,,,['vejez'],,,,,,,,,,,,mar,,,,imperfección,['pasteleer'],,,,,,,,,,,,libre,,,,,,,,,origen,,,,,,,,,,sensibilidad,,,,,,,,,comportamiento,,,,,,,,,,,,,,,,suposición,asiento,,,,,,,,,,,,,,,,animo,,,,,['libro'],,,acidez,
,,,,,,,,,,,,,,,,profesional,,,,['tiempo'],,,,,,,,,,,,relajante,,,,innecesario,['postre'],,,,,,,,,,,,peludo,,,,,,,,,evidencia,,,,,,,,,,persona,,,,,,,,,buena costumbre,,,,,,,,,,,,,,,,razonamiento,clase,,,,,,,,,,,,,,,,falta seguridad si mismo,,,,,['salir noche'],,,fermentación,
,,,,,,,,,,,,,,,,,,,,['funeral'],,,,,,,,,,,,grande,,,,importante relación,['bondad'],,,,,,,,,,,,ojo rajado,,,,,,,,,rastro,,,,,,,,,,liquido,,,,,,,,,manera,,,,,,,,,,,,,,,,determinante,,,,,,,,,,,,,,,,,falta seguridad situación nuevo,,,,,['colmillo'],,,picor,
,,,,,,,,,,,,,,,,,,,,['horror'],,,,,,,,,,,,vacación,,,,atención,['sensibilidad'],,,,,,,,,,,,maullido,,,,,,,,,,,,,,,,,,,salado,,,,,,,,,forma,,,,,,,,,,,,,,,,importante,,,,,,,,,,,,,,,,,miedo,,,,,['morir luz'],,,,
,,,,,,,,,,,,,,,,,,,,['muerte'],,,,,,,,,,,,diversión,,,,preocupación,['cariño'],,,,,,,,,,,,garra,,,,,,,,,,,,,,,,,,,pequeño,,,,,,,,,modo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miedo,,,,,['reflejar espejo'],,,,
,,,,,,,,,,,,,,,,,,,,['descomposición'],,,,,,,,,,,,,,,,pequeño,['compasión'],,,,,,,,,,,,animal salvaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,forma actuar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,temor,,,,,['muerto'],,,,
,,,,,,,,,,,,,,,,,,,,['antepasado'],,,,,,,,,,,,,,,,significativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,propio persona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nervio,,,,,['sangre'],,,,
,,,,,,,,,,,,,,,,,,,,['cuerpo'],,,,,,,,,,,,,,,,importancia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irresolución,,,,,['mitad animal'],,,,
,,,,,,,,,,,,,,,,,,,,['persona'],,,,,,,,,,,,,,,,especifico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encogimiento,,,,,['colmillo'],,,,
,,,,,,,,,,,,,,,,,,,,['animal'],,,,,,,,,,,,,,,,pequeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cortedad,,,,,['estaco'],,,,
,,,,,,,,,,,,,,,,,,,,['pasado'],,,,,,,,,,,,,,,,elemento menos importante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonrojar él,,,,,['ajo'],,,,
,,,,,,,,,,,,,,,,,,,,['antiguo'],,,,,,,,,,,,,,,,elemento pertenir conjunto cosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cohibir,,,,,['volar'],,,,
,,,,,,,,,,,,,,,,,,,,['putrido'],,,,,,,,,,,,,,,,preocupación secundario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vergüenza,,,,,['obscuro'],,,,
,,,,,,,,,,,,,,,,,,,,['fallecimiento'],,,,,,,,,,,,,,,,hacer minuciosidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['veloz'],,,,
,,,,,,,,,,,,,,,,,,,,['muerte'],,,,,,,,,,,,,,,,pormenor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['nocturno'],,,,
,,,,,,,,,,,,,,,,,,,,['cuerpo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,['alma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,['ataúd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,['miedo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,['nervio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,['muerte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
