consenso,cordialidad,algo de lo que debemos cuidarnos,anhelo,entiendes el lugar del otro,,Uno la tiene después de haber cometido algún error,es un ultimatum,dar a conocer algo ,descontrol,combinacion entre agilidad y fuerza,años de vida,manipular informacion para conveniencia,calma,te lo puede dar una persona en forma de gratitud,,ser competente para algo,,contraria a la mentira,dependiento del grado este concepto que tengas es tu importancia ,exceso de algo ,instancia que debe ser aprovechada,adversidad,Se desarrolla la mente a través de esta herramienta,busca un beneficio ,es el argumento de algo,,Tranquilidad,,,hay que decirla en un juicio,,felicidad
consenso entre una o mas partes,cortesia,algo malo,anhelo de adelantar el tiempo,entre dos personas ,,Uno se siente responsable de lo ocurrido,escoger una de las diferentes opciones,dar caracateristicas tipicas de ese elemento ,desenboca en malas decisiones,competencia,bienestar,mentir,como te sientes cuando las cosas salen bien,tener algo a favor a cambio de algo vendido,,ser útil en algo determinado,,contrario a mentira,empujar,fijacion intensa en algo,intento,advertencia,Se enmarca en pasado o futuro,busca un objetivo,es el testimonio ,,Zona de confort,,,honestidad,,felicidad 
consentimiento,cortesía,algo que te deja en alerta,aparece cuando te enfrentas a algo nuevo,es un sentimiento,,a menudo nos afecta si no hay una conciencia limpia,estar seguro,dar ideas de un objeto,desequilibrio,contrario a hacer una actividad mal,blancura,mentira,compartir emoción,tuviste suerte,,sobresaliente,,contrario al engaño,es algo que debemos hacer ,fijación mantenida en el tiempo con un objeto o persona,las personas se sienten agradecidas gracias a esto,advertencia ,Se genera la acción al profundizar sobre algún evento,busca una solucion frente a algun problema,es el uso de la logica,,a salvo,,,irrefutable,,forma de medida del logro
consigue un beneficio para al menos uno de los participantes,cuando alguien hace algo amable por ti,asesino,aprieto,es un sentimiento positivo,,acción flagelante,estudiar es una buena,dar términos a una palabra,efecto del miedo,creatividad,brota ante resoluciones futuras de probable naturaleza adversa,mentira o verdad que sirve para evadir una situacion,concepto de estar pleno,un premio,,sobresalir,,correcto,es algo que uno tiene que hacer no importa que,fijación por algo o alguien ,lo que permite innovar,advierte riesgos,Se liga a la creatividad y la ideas,calculado,es un fundamento,,acoger,,,juez,,fruto del esfuerzo
contrato,cuando alguien hace algo bueno por ti tu le estas…,atacante,apuro,esta relacionado con la empatia,,acusación que recae sobre un individuo,exige compromiso con lo escogido,de concretar algo,emocion,cualidad,buenas expectativas,minimización situación,contento,utilidad,,son intrinsicas,,cualidad,es bajo la ley ,forma de actuar respecto a alguna cosa ,mejorar lo que hiciste desde un principio,alerta,Se puede potenciar,camino a seguir,es un motivo,,alarmas,,,la ciencia siempre la dice,,ganador
convención ,cuando estas feliz con lo que recibes ,ataque,ataquede ,fuerza que lleva a la caridad,,algo que sientes cuando hieres a alguien,hay buenas y malas,decir que es el objeto o cosa,emocion complicada,cualidad positiva,calidad de vida,mula,contento ,utilidades,,te diferencia de otra persona,,cualidad de una persona que dice la verdad,es como te sientes cuando tienes que hacer algo que no quieres,idolatrar mucho algo,mucha gente cree en dar segundas,algo malo,Se tiene miles de ellos cada día,certero,estado  mental,,alarmas anti robo,,,la gente que lo dice es de confianza,,ganar
convenio,cuando estas feliz con lo que te hicieron ,auxilio,ataquede panico,humanidad,,alguna gente es mas propensa a poseerla,hay varias opciones,decir sus componentes ,en su mayoría se observa más en mujeres que en hombres,cuan facil se logra algo,certidumbre,muy común en personas irresponsables,contraria a la tristeza,ventaja sobre una situacion,,te hace esoecial o característico,,cualidad destacable de las personas,"es como tener que hacer una tarea del colegio, o de la universidad",incapacidad de concentrarse en alguna otra cosa,negocio para triunfar,algo que no es bueno,Se usa o es útil para decidir,como conseguir algo,estar en lo cierto respecto a algo,,algo reconfortante,,,lo que buscan los creyentes y cinetificos sobre la creación del universo,,ganar 
credito,cuando le das las gracias a una persona,"aviso de que se no se cambia la actitud, acción, etc. sucedera algo",busqueda de algo inaccequible ,la gente de religion deberia mostrarla ,,altamene ligada a las acusaciones,incertidumbre en las opciones,describir algo,encerrado,cuan rapido se logra algo,concepto mas bien romantico,narracion de hechos,contrario a tristeza,victoria en la comparación,,tener agilidad en algo,,cualidad moral,es de carácter ,incapacidad de dejar de pensar en algo,no pasa dos veces,algo que puede dañar,Siempre se trata de que sean acertados,como llegar a un punto determinado,estar en lo correcto,,algunas personas son mas timidas por ser mas,,,lo que es,,goce
cuando dos paises llegan a un,cuando te dan regalos uno lo hace ,bomba,codicia,la gente muchas veces lo siente con la gente pobre,,angustia,la eleción de una personta ante una situación,describir concepto,encerrado en una pieza sin puertas ni ventanas ,cuando alguien es bueno en alguna disciplina,confianza,ocurre para evitar situaciones ,cuado persona hace algo bueno,,,todas las personas son buenas para algo,,cualidad positiva de una persona,es el correlato de todo derecho,incapacidad de dejar de pensar en alguien ,no todos la tienen,amenaza,"Simbolizar, recordar o imaginar el futuro",compañias telefonicas suelen ofrecerlos,estructura  lógica de pensamiento,,antivirus,,,nadie puede recriminar contra ello,,grandeza
cuando no hay entendimiento son necesarios,cuando te hacen un favor uno lo dice ,busca hacer daño,"comer en exceso, beber demasiado, fumar en exceso, etc",la mayoria de las personas lo ha sentido alguna vez,,arrepentimiento,lo haces todos los dias ,descripcion,encontrarse en una situación mala y perder el control,cuando entrenas mucho se te produce una…,confianza ,patrañas,cuando nos va bien en la vida,,,todos poseen capacidades diferentes ,,cuando alguien dice la verdad,es imperioso complirlas,interés exagerado e incontrolable,nuevas experiencias,amenaza hacia la vida,Son ideas que ocurren.,complejidad,existencia,,ausencia de riesgo,,,no decir mentiras,,habilidad mental
decision entre dos o mas personas,cuando te sacan de un problema,busca persuadir,comer rapido,lamento,,castigo,manifestar una preferenica,descripción,enojo,cuando tenemos dominio sobre algo,confiar,pedir perdón,cuando se sonríe,,,un don,,decir la verdad,exigir,lo padecen los acumuladores,opcion,amenaza para el bienestar,"Son personales, nadie puede saberlos a menos que los expreses",complot ,fundamente de vida,,barreras ,,,no mentir,,hace algo bien
decision final,cuando uno entrega cosas a cambio,castigar ,crea otros desordenes en el cuerpo,las personas que ayudan a los pobre lo tienen ,,conciencia,no siempre son faciles,descripción de algo,es cuando de pierde la tranquilidad,desarrollo,creer en algo,perdonar,cuando te pasa alguna situación que añorabas mucho y tienes un sentimiento muy positivo al respecto,,,una capacidad,,decir la verdad ,existen escritas y de palabra,locura,opcion viable del actuar,amenza inminente,Suele llevar a una idea,con frencuencia usado para tener una vision de proyecto a futuro,gente en discusiones quiere poseerla,,barreras de protección,,,no mentir ,,hay que luchar para conseguirlo
decisión en conjunto ,dar las gracias,"circunstancia, sujeto o persona que puede causar daño ",cuando nos sentimos de esta forma nos dan ganas de comer,lastima por el otro,,conciencia de error,opciones,descriscripcion de algo,es lo que sienten las personas cuando están lidiando con su fobia,desempeño en una tarea,creer que algo puede pasar,poca honestidad,demostrar optimismo,,,unica de cada persona,,decir la verdad a pesar de las consecuencias,forzar,mala forma de amar,opción de conseguir algo,animales como arañas o perros rabiosos nos hacen sentirlo,Surge en cualquier ocasiòn ,confección mental que busca lograr un objetivo,hace uso de la mente,,bloqueo de males,,,no se crear falsos testimonios,,hay que recorrer un camino para llegar 
dos o mas participantes,dar las gracias demuestra educacion básica,condicional,cuando quieres que algo pase rapido,lo sientes cuando la persona pasa por algo negativo,,consecuencia de hacer algo mal,opción,detallar algo,es una emocion muy fuerte,desenvolverse en una actividad en una forma determinada,creer que algo sucederá,posee informacion importante,depende de uno mismo,,,ventaja competitiva y por tanto comparativa,,decir lo que pienso,generalmente tiene consecuencias si uno no la hace,mantiene nuestra atención sobre lo normal ,para conseguir algo necesito una,ansiedad,Surgen en la cabeza,conjunto de ideas que podrian realizarse,idea,,calido,,,no se puede discutir a eso,,honor
dos o más partes pueden llegar a él,dar una respuesta,conjunto de situaciones que se intentan realizar para perjudicar a algo/alguien,cuando se siente se puede comer mucho,los abuelos generalmente ocasionan esto en las personas ,,cuando cometes algun acto negativo te da este sentimiento despues,para hacer un gol es necesario tomar una buena,determinar el objetivo del elemento,es una emoción,desesperación,creer que alguna situacion saldra como se esperaba,presentar certificado,dicha,,,virtudes,,decir lo que uno piensa,hacer que alguien haga algo,manía,perdonar,antónimo de seguridad,Susceptible a sufrir manipulación,crongrama,inteligencia,,camaras de vigilancia,,,opuesto falsedad,,las figuras televisivas y deportivas lo obtienen
entendendimiento,de bien,consecuencias,cuestionarse en demasia,lástima ,,cuando haces algo que sabes que fue incorrecto y te quedas pensando en eso,pensamiento ,dicese de la descripción de un objeto o concepto,escases de recursos,desplante,creer que ocurrira algo,pretexto,disfrutar,,,,,decir solo lo que es realmente cierto,imperatividad,no es bueno,permite el desarrollo de nuevas habilidades,atacado por algo,Toda persona lo tiene,cronológico,justificación,,carabineros,,,puede ser alterada para conveniencia,,llegada a la meta
entendimiento,de hacer notar una accion o favor,corrupción,de sentir un apuro por que un hecho pase,misericordia,,cuando pasa algo malo y fue tu responsabilidad lo sientes,pensar en lo que se aproxima y sus consecuencias,ejemplificar,estado crítico ,destacado,deseo de que algo suceda,prorroga,"el objetivo de la vida, para muchos",,,,,es calificativo,implica responsabilidad,no permite apartar el pensamiento de algo o alguien,poder hacer algo ,ataque,Todo el día se está ………………,cursos de acción,la gente intenta tener control sobre esto,,"carabineros, bomberos",,,puede ser cuestionado,,llegar a la cima
es como un tratado,deberia mantenerse a traves del tiempo,cuando alguien se enoja lo dice,depresion,misericordia ,,cuando pasa algo y se busca quien lo cometió,por una camino u otro,entenderer el comienzo de algo,estado de angustia,destreza,deseo de que suceda algo en el futuro,puede ser una mentira,emocion,,,,,es lo contrario a ser mentiroso,imposicion,no poder de dejar pensar/querer  algo,poder viajar gratis,atención,Todo humano es capaz de ocuparlo,da mayor probabilidad de éxito,la mente la crea,,certeza,,,puede ser recomfortante o perturbadora,,"llegar a la cima en algun lugar , competenciau otros"
es importante  para llevar a cabo un proyecto,debes darselo a alguien que es bueno contigo,cuando alguien te ataca ,descontrol,misericordia de alguien,,cuando una mujer esta dieta y come chocolate después siente esto,poseer una opinion,entrega información clave de un concepto,estado en donde la paciencia se acaba,detallista,deseo interiorizado,puede ser una mentira ,emocion ,,,,,es un atributo,imposicion ,no soltarlo nunca,posibilidad,aunque no quieras siempre estas expuesto,Trabajo mental,define metodos y caminos para llegar a un objetivo,la tenemos solo los humanos,,certeza en tus palabras,,,que es certero,,llegar a una meta
es justo,demostrar que se tomo en cuenta lo realizado,dañino,deseo,muestra debilidad ,,cuando uno come demaciado lo siente,posicionar,especificar su uso,estado que vive una persona,dicese de una persona que tiene buenas cualidades en un tema,dios nos la brinda,puede ser una mentira o verdad,emocion positiva,,,,,es un valor,influir,no ver más allá ,posibilidad de hacer algo,auxilio,Un acto mental,en los estudios se debe elaborar para organizarse,la tienen todos los seres humano,,certeza sobre algo,,,real,,lo relacionan con la felicidad
es muy difícil de lograr,dios lo bendiga,daños,deseo de adelantar el tiempo,no se agobia a las persona ,,delitos,privilegiar algo sobre las demás opciones,esta en los libros ,estar ansioso,dominio ,el resultado más probable,quitar responsabilidad,emocionado ,,,,,es una forma de sincerarse,ir a secar la ropa,obstinamiento sobre algo o alguien.,posibilidad de hacer algo que siempre quisiste y nunco has podido,aviso previo frente a una situacion,accion mental,en los trabajos se utilizan para aumentar la producción,lo posee el ser humano,,certeza y confianza ,,,real ,,lograr cumplir objetivos
es parte de las relaciones basicas entre los seres humanos,educacion,decirle a otra persona que lo va a atacar ,deseo incontrolable frente a un acontecimiento o evento,no tiene lugar en la guerra ,,depende del juicio ,punto de vista u opinion,estan estipuladas,estar atrapado ,don,en los conflictos es lo último que se pierde,responde a una pregunta,emoción,,,,,es veraz,ir al colegio,pensamiento recurrente,posibilidad de surgir,bomba,acción de nuestra mente,equilibrado,lo que creen tener todas las personas,,cinturon de…,,,realidad,,lograr el cien por ciento
es una forma de generar paz entre países,educación ,desafío,desequilibrio interno,o la gente indefensa,,dolo o mala intencion,querer hacer algo ,estructurar,estar bajo presion,dote,es bueno para ti,respuesta,emoción positiva,,,,,escasea hoy en dia,las autoridades las dan ,persecución de algo ,posible evento provechoso.,choque,actúa de forma individual,es como un camino para alcanzar algo,lo que desencadena que suceda ,,comodiad absoluta,,,realidad de algo ocurrido,,lograr las metas propuestas
estabilidad,empatía,"dirigir palabras de riesgo a una persona, con opcion de concretarlas",desesperacion frente a una situacion,pasivo,,dolor,reaccionar,explica que hace,estar inquieto,el mejor,es el inverso de la media,se puede interpretar como una disculpa,en un nacimiento ,,,,,estar con la mente tranquila,las tareas son una ,preocupación extrema por algo,propuesta ,concepto que señala cuando estas viviendo una situacion que te llevara a problemas,ahora estas teniendo uno,es estructurado,lo que lleva a uno a hacer las decisiones que hacemos,,comodidad,,,realidad y pensamientos alineados,,lograr objetivo
establecer parámetros en común con alguien,en general uno tiene que ser de esta forma con quien te atiende,enemigo,desesperación,pena,,el autogol fue por mi ,se debe evaluar antes de,explicación de conceptos u objetos,estar preocupado ,el uso de tus habilidades,es importante no perderla,se usa habitualmente para no tener la culpa,en una celebracion,,,,,"expresar lo que uno siente, sin preocuparse en la consecuencia que trae dicerlo",liga a un sujeto a un actuar,problema ,que se de el contexto para hacer algo ,constantemente estamos expuestos a ello,algo intangible ,es lo que pago alfinal de mes en entel,logica,,con la mente clara,,,se omite en muchos casos ,,lograr objetivos
establecer reglas,es bueno darlo,enfermedad,desesperación ,perdonar por pena,,emocion que se genera tras cometer una accion incorrecta,se refiere a cuando eliges una carrera universitaria al salir del colegio,explicar algo,estar sin salida y no poder revertirlo a pesar de los esfuerzos,es individual ,es lo ultimo q se pierde,se usa para evitar cosas que no agradan a la gente,entusiasmo,,,,,expresión,lo impone una persona sobre otra,provoca deseo por algo o alguien,que te permitan hacer algo que quieres,cuando a veces temes por tu vida,algo que nunca para de pasar mientras estas consciente,es una manera organizada de dar con algo ,logico,,concreto,,,se puede tomar como una reflexion religiosa,,lograr un objetivo 
estamos de,es bueno sentirte asi en tu vida,enfrentamiento,desesperado,perdón ,,equivocacion ,se selecciona en base a razonamientos,explicar algo respecto de un tema específico que tu conoces,esto altera a las personas,es la realización correcta de un quehacer,es lo ultimo que se pierde,sirve como una vía de escape fácil al no cumplir con algo ,es algo positivo ,,,,,fiel,los adultos tienen mas que los niños,puede desencadenar en una enfermedad mental,repetir,cuando algo nos puede afectar fisicamente,algo rondando en la mente,esquema,lógica,,confianza,,,seguridad de un hecho,,lograr una meta pensada
estar en sintonía con alguien ,es importante decirlo,enojo,enfermedad psicologica,permite que personas ayuden a otras,,es abstracto,se toma cuando uno debe elegir entre cosas,fijo,estrés,es una capacidad,es una emocion,sirve para justificar algo,es un estado de ánimo,,,,,forma de ser,mandato,puede estar relacionada en torno a una persona ,se le puede entregar a alguien bajo la premisa que cumpla,cuando alguien maneja mal es un ,análisis,esquema organizado para lograr un objetivo,meditar,,confianza en si mismo ,,,ser real,,logros obtenidos
estoy totalmente a tu lado,es un regalo con cariño,es peligroso,es algo desesperante,piedad,,es un sentimiento,seguridad,forma en que das a entender a otros lo que quiere decir un concepto,estrés ,estrezarse por algo,es una motivacion ,sirve para librarse de algo,es un sentimiento ,,,,,frontalidad,no esta hecho para discusión ,puede llevar a la locura o a la adiccion,se presentan a lo largo de la vida del individuo,cuando corremos algun riesgo,aquello que pasa por nuestra mente,establecer pasos,mente,,confianza personal,,,sirve para mantener relaciones sociales estables,,los mejores lo logran
estrategia,es un valor decirlo,es una situación peligrosa que algo trata de hacer contra otro,es algo siempre negativo,ponerse en el lugar de alguien que lo esta pasando peor que uno,,es variable,"siempre definen algo, no conceptualmente",forma mas explicita de entender algo ,falta de control de la situacion,existen diferentes categorias,esperar de  forma segura y paciente lo que estamos necesitando,subterfugio,es una emoción positiva,,,,,hablar siempre con la verdad,no esta sujeta a cambios,puede ser causal de un amor no correspondido ,se presentan varias en la vida,cuando debemos tener cuidado,aun no se sabe de donde proviene,estrategia,moral,,confiar,,,tambien es un atributo de algunas personas,,maxima expresion
favorecen a la representatividad,es una habilidad ,estado de alerta,es un mal silencioso ,ponerse en el lugar del otro,,estado animico pensativo,sucede luego de un analisis de las opciones,hay mas de 1.000.000 en el mundo ,falta de control de sentimientos propios,facilidad,estadística,tiene la idea de evitar algo,estado,,,,,hace falta en las personas poderosas de este mundo,no poder no hacer algo,querer las cosas para uno sin importar nada mas,se pueden tomar o desechar,cuando estas en situacion riesgosa,ayuda a poder filtrar lo que decimos,estrategia ,motor de cambio,,confort,,,transparencia ante la vida,,metas personales
fin de un tratado con las dos partes para un mismo lado,es una señal de aprecio por lo que el otro hizo por uno mismo,estado de alerta ante una situacion estresante,es un tipo de enfermedad,se pasa muchas veces de la rabia a este sentimiento,,experimentar remordimiento,tener algo en mente,hecho,fobia,facilidad para algo,expectativas,tiene que ser creible,estado de extasis maximo,,,,,hace que la gente nos crea en lo que decimos,no se puede decirle no,querer lograrla a toda costa,si la aprovechas puedes lograr un objetivo,cuando te puede pasar algo malo,capacidad crítica,estrategia para conseguir algo,muy usado ciencias físicas,,confortabilidad,,,verosimil ,,mision cumplida
forma de resolver conflictos,es una virtud poder realizarlo,estar en peligro,es una emoción,se puede dar al sentir pena por alguien ,,ganas de corrergir una accion ,tener confianza,incambiante,fuera de lugar,facilidad para realizar algo ,experimentado en momentos de dificultad,tranquilidad,estado de ánimo,,,,,honradez,no se puede evadir,"querer para si, sin importar la consecuencias",si no te dan una no triunfas,cuestionamiento de algo ,capacidad de análisis,estructura de algo,nos permite resolver problemas,,consejo que busca ser un aporte,,,,,muchas personas aspiran llegar a él
grupo que tiene ideas en común,esta en cada acto de las personas ,exposición a un peligro,es una forma de mostrar que se esta nervioso por algo,se puede sentir por alguien ,,generado tras análisis de acciones pasadas,tener distintas oportunidades,invariable,fuertemente vinculada al sentido de preservación,fisica,fantasía,una excusa no siempre implica la verdad,estado de ánimo positivo,,,,,leal,normas,querer tener algo,si se comete un error esta la posibilidad de enmendarlo con ella,cuidado,capacidad humana,expectativas para realizar en un futuro,opinión,,consentimiento,,,,,obtener beneficios
idea que satisfaga a los participantes,estado de animo,forma expresiva para aminorar un peligro,espera larga te pone,se puede sentir por algún enemigo,,generalmente se le asocia a los arqueros,tener fuerza,le da sentido a las cosas,hacer algo obligado,fisico,fe,una justificación,estado emocional,,,,,lealtad,orden,reiterar una alternativa,situacion que uno puede arovechar o no,daño,carácter subjetivo,expresión que se da cuando se necesita conseguir algo,"para argumentar, se pueden usar varias de ellas",,constructiva en general,,,,,optimismo
involucra a 2 o mas personas,estar agradecido significa apreciar lo que otro hacen por uno mismo,fuerza verbal para impedir que el otro haga algo,estado en el cual una persona se encuentra con ansias,se siente por otras personas,,habilidad que tiene una persona de darse cuenta de que hizo algo erroneo,tener opciones y tener que tomar una,lexico,histeria,forma de realizar una actividad,fe que algo va a pasar,una razón,estar con amigos,,,,,lo que se anhela de toda persona con quien uno se relaciona,presionar,repeticion de conductas,situación de posibles ganancias.,desastre,circunstancia activa en nuestra mente,facilitan el actuar ,parte de la especie,,contencion frente a una situacion ,,,,,orgullo
involucra responsabilidad,estar conforme,gesto fuerte para amedrentar a otro,estar espectante a recibir algo o alguna noticia,se siente por una persona,,hacer algo sabiendo que esta mal ,tener una idea,lo dice la rae,huir,genio,felicidad,usada para justificar malas acciones ,estar con familia,,,,,manipular una informacion real cambiandolo por algo erroneo,prohibicion,se actúa en desacuerdo a la razón,situación ventajoza de la cual se puede sacar provecho,desequilibrio del entorno,concepto,forma definida de hacer algo,pensamiento,,contento,,,,,para conseguirlo es necesario el trabajo duro
involucra una discusión previa,estar contento con el otro,gesto que crear miedo en el otro para evitar una accion de el,estar muy inquieto por algo que suceda,se trata de evitar el dolor ajeno,,incomodidad,todos podemos tener esta pero pueden ser iguales o distintas ,mostrar el todo de un elemento,impaciencia,guarda relacion con el talento ,fuerza motora cuando las cosas estan mal,,estar con personas amadas,,,,,no decir mentiras,realizar las tareas ,se ejerce hacia una persona u objeto,son opciones para tomar que se dan en la vida de un individuo,detrimento,conceptos mentales,forma estructurada de hacer las cosas,pensamiento ,,contrario al estado de amenaza,,,,,pasar todos los ramos
las personas los hacen para los negocios,estar contento con otra persona,hace sentir invulnerabilidad ,estrés,sensible por el dolor ajeno,,intranquilidad frente a una decision tomada,tomar una postura,no es abstracta,impacientar,habilidad,fuerza que ayuda a los que sufren,,estar contento,,,,,no distorcionar la realidad,regla que se debe acatar,se llama igual que una galletas costas que parecen barquillos rellenos,te la dan para que cambies algo en tu vida ,el opuesto de seguridad,consciente,futuro,pensamiento racional,,contraseñas ,,,,,perserverancia
legitimización,estar feliz con lo que uno recibe,herida,existe antes de algun acontecimiento importante,sentido de hermandad,,juicio,tomar una postura con convicción,nos ayuda a comprender cosas que no sabemos,impaciente,habilidad desarrollada o desarrollable en el tiempo,futuro,,estar muy alegre,,,,,no hay que guardarse secretos,reglas,se trata como un problema que se necesita corregir,te las da algo o alguien,en chile se vive en constante ,cranear,guia,pensar,,control,,,,,plenitud
llegar  a un concenso ,estar satisfecho ,incita a la violencia,existe antes de una competencia,sentimiento,,le hiciste daño a algo,un respuesta,palabras claves que lo identifiquen ,impotencia,habilidad en combate,fé,,estar pleno,,,,,no mentir,relacionar,sentimiento ,tener la posibilidad de realizar algo,en esa situacion puede haber elementos peligrosos,crea una opinion,hay actividades,pensar antes de actuar,,convencido,,,,,poder
llevar a cabo una idea que se tomo anteriormente ,estar satisfecho con algo,intento de evitar que alguien haga algo,existen medicamentos para reducirla,sentimiento ,,ligada a un castigo,una cosa o la(s) otra(s),permite conocer conceptos,impulsivo,habilidad innata ,gente recurre a ella en momentos de desesperacion,,estilo de vida,,,,,no mentir ,responsabilidad,ser cargante,tener una alternativa para algo,entrega respuestas,creencia,hay buenos y malos,pensar un acto,,cuando uno pone un candado,,,,,prosperar
lograr un punto en  comun,estar satisfecho con el otro,intimidación,experimentada por todos en algun momento,sentimiento por alguien cuando esta mal,,lo que sentimos cuando hacemos algo malo a alguien,vision,proponer caracteristicas,incapacidad de estar tranquilo,habilidad logica en la resolucion de problemas ,ilusión,,eudemonismo,,,,,no oculptar nada,responsabilidad de hacer algo,ser incapaz de dejarlo,un desafio,es algo de lo que nos alejamos normalmente,critico,hay personas que lo poseen para organizar su vida ,permite críticar,,cuidado,,,,,puede ser laboral o sentimental
los paises lo hacen en materia de relaciones,estas mas que totalmente de acuerdo con los terminos y condiciones,ira,experimentado en situaciones estresantes ajenas al individuo,sentir pena por alguna accion o suceso ,,luego de una mala accion,,que significado tiene la palabra,inequidad,habilidad para alguna actividad,la gente de pueblos en guerra siente esto,,euforia ,,,,,no ocultar cosas que debería decir,responsabilidades son de este tipo,sesgarce a más alternativas,un nuevo camino,es lo que hay si estuvieras en medio de un incendio,cuando las personas miran hacia arriba antes de responder,idea ,permite la comunicación ,,de tener espacio ,,,,,puede ser personal o grupal
medio para gobernar,expresión de gratitud,jaque ,falta de adaptacion por parte del individuo,sentir pena poralgo o alguien,,maldad,,razon,inestabilidad,habilidad para correr,la gente se aferrra a ella en momentos de crisis,,excitado,,,,,no ocultar ideas u opiniones aunquesean disrutivas,reuniones importantes,si uno tiene esto y no consigue lo que quiere es dañino,un problema sin solcion es una,es necesario ponerse a salvo ante él,culmina en la formacion de ideas,idea o guia de como una situacion se llevara a cabo,permite tomar decisiones acertadas,,debe ser respetada,,,,,"puede serlo una persona, una idea, un proyecto, etc."
memoria,felicidad,juego mental,falta de respiracion ,sentir sensibilidad por algo o alguien,,malestar,,real academia española,inquietud,habilidad para la realización de algo,lo tiene cuando uno quiere lograr algo pero es dificil lograrlo,,familia,,,,,no omitir detalles,sacar una carrera ,tener meta ,una buena ocasión,es negativo,culturización,ideas para conseguir un proposito,predomina en el siglo 18 ,,demostrarse firme en una posición ,,,,,que te vaya bien en el futuro
mercado,forma de compensar una buena accion hacia ti,"la forma mas distendida, conocida y aceptada son las leyes.",fuerte necesidad de algo,sentir tristeza por otra persona o cosa,,malhechor,,recapitular los rasgos escenciales,intranquilidad por algo que no se puede resolver o solucionar,habilidad para realizar algo,lo ulitmo que se pierde es la,,generalmente se le atribuye a la gente que se encuentra sonriente,,,,,no ser mentiroso,se puede evadir,trastorno,una fortuna,es real,dar vueltas en la cabeza,importantes consecuencias,promueve el desarrollo y la discusión,,disminuye el miedo,,,,,realizacion 
modo de usar la razon para lograr un interes en comun,forma de dar gracias a alguien o algo,los delincuentes suelen usarla,fármacos pueden controlarla,sentirse afectado por las miserias del projimo,,matar a alguien te la produce,,se busca en diccionarios para comprender las palabras,irritación,habilidad principal para escalar muros,lo ultimo que se pierde,,gozo,,,,,obtener confianza,se refiere a cuando si o sí tienes que hacer algo ,un objetivo que se busca,una opción,es un factor de riesgo,de ellos surge la imaginacion,indica qué es lo que vamos a hacer,propia de los seres humanos,,el dinero dicen que la otorga,,,,,realización
negociación,genera estados animicos positivos,los narcotraficantas lo hacen para que sus lacayos no hablen,ganas de hacer algo,ser empatico con alguien ,,pecados,,se puede encontrar en diccionarios,la persona se altera,habilitado,lo último que se pierde,,gratificante,,,,,otorga congruencia al actuar del individuo,se te fuerza a hacer algo,una sensación de deseo,una ventana abierta,es un tipo de situación,debido a el es que hacemos lo que hacemos,ingenieria,propio de una persona que se encuentra en lo correcto,,empatía,,,,,realización de sueños
objetivos en comun,gracias,miedo,ganas de que algo sucesa con muchas ganas,ser empatico con el otro,,pensamiento autocritico,,sentido de algo,limitación,hablidades para algo,los creyentes la tienen en Dios,,hacer reir,,,,,persona que la ejerce se considera como confiable,ser responsable es una ,visio,uno las agradece,es una advertencia,dejame un tiempo,ingenio,proporción,,empresa,,,,,rendir bien
pacto,gracias por el favor,miedo hacia algo especifico,ganas por que ocurra algo,ser empático,,pesame de la conciencia,,significado,lo sentimos cuando no podemos respirar,idoneidad,los religiosos creen en ella,,júbilo,,,,,principio moral y religioso muy extendido,son reglas,,ventana,esta a punto de llegar una mala situacion,depende de cada persona,intencion,"puede ser logico, critico",,en Chile no hay,,,,,sabiduria
pacto ,gratificación,muchas veces es inminente,ganas por saber algo,solidaridad,,pesame mental,,significado de un elemento,lo sentirías si estuvieras sumergido en el agua sin poder salir,impecabilidad,matiene la fe en las personas,,la relacionan con el dinero,,,,,pureza,tarea,,ventana ofrecida por el azar ,estar en una situación de riesgo,desarrollar imagen en la cabeza,involucra un conjunto de acciones,puede ser verdad o mentira,,en general te las dan ,,,,,satisfacción
pacto afirmativo,gratitud,muerte,genera accionar precipitado,tener lastima de alguien,,presión de algo cometido,,significado de una palabra,lo sentirías si no te dejaran respirar,ingenio,mejora,,liberacion de buenas vibras y alegria,,,,,quien es puro hablando,tarea ,,ventana para poder lograr algo,evita sufrimiento o molestias ,"deseo, aspiración, sueño",las compañias de telefono te lo ofrece,raciocinio,,en la actualidad hay algunos que hacen lo contrario y lo usan como venganza,,,,,satisfacción de haber logrado una meta
para solucionar conflictos las personas los hacen,honestidad,nos prepara para una situacion de peligro,genera problemas a la larga ,tener pena,,puede afectar el estado de animo,,sirve para encontrar el significado de algo,malestar mental,inteligente,mentalidad positiva,,llevar una sonrisa,,,,,quien no miente,tarea que hay que hacer para evitar algo malo,,viajar ,existe en todas partes,divagación cerebral,lo hacemos cuando queremos realizar un viaje con anticipacion,racional,,encargado de defendernos,,,,,satisfecho
permite mantener cohesión social,humildad,ofensa,generalmente un suceso la provoca,tolerancia,,puedes llevarla toda la vida,,sirve para saber como es algo desconocido ,miedo,la forma en la que afrontas algo,motivación,,lo que se busca en la vida,,,,,real,tareas,,,exposicion,e al abstracto,lo que realizo previmente organizando mis prioridades a ejecutar para lograr un buen desempeño de mi objetivo,relacionado con pensamientos ordenados,,encriptar,,,,,se asocia con la riqueza
