Palabra (concepto),Descripción,Codificación
Ganancia,puede señalar éxito,éxito
Pensamiento,relacionado con el cerebro,cerebro
Pensamiento,tambien relacionado con la lógica,lógica
Pensamiento,e al abstracto,abstracción
Pensamiento,muestra la forma de ver las cosas,forma
Pensamiento,no hay limite para el,no límite
Habilidad,capacidad para hacer algo,capacidad
Habilidad,destreza,destreza
Habilidad,capacidad,capacidad
Habilidad,potencial ,potencial
Seguridad,segurito (personaje),segurito(personaje)
Seguridad,cinturon de…,cinturón
Seguridad,confort,confort
Oportunidad,chance,chance
Plan,estrategia,estrategia
Plan,Se idea,idea
Obligación,Deber,deber
Obligación,Cuando tienes un trabajo y no puedes fallar,trabajo
Agradecimiento,Cuando demuestras gratitud,gratitud
Amenaza,Puede perjudicar,perjuicio
Felicidad,Alegria,alegría
Felicidad,Se demuestra con sonrisas,sonrisa
Felicidad,Es contagiosa,contagio
Felicidad,Abunda cuando estas con amistades,amistad
Felicidad,Chocolates,chocolates
Excusa,Cuando no quieres hacer algo buscas una…,no hacer
Excusa,Pretexto,pretexto
Desesperación,Cuando te ves en aprietos,aprieto
Desesperación,Cuando no sabes que mas hacer ,no acción
Desesperación,Ansiedad,angustia
Desesperación,Nerviosismo,nerviosismo
Agradecimiento,estar satisfecho con el otro,satisfacción
Agradecimiento,reconocer el gesto de la otra entidad,reconocimiento
Agradecimiento,sentirse en deuda con el otro ,deuda
Agradecimiento,estar contento con el otro,felicidad
Agradecimiento,sentir empatia hacia la otra entidad,empatía
Agradecimiento,accion de la persona que te hizo sentirte satisfecho,acción
Agradecimiento,realizar un gesto bondadoso a la otra persona en forma de gratitud,bondad
Agradecimiento,es un regalo con cariño,regalo
Agradecimiento,estas mas que totalmente de acuerdo con los terminos y condiciones,acuerdo
Habilidad,unica de cada persona,personal
Habilidad,algo especial,especial
Habilidad,sobresaliente,sobresaliente
Habilidad,es una accion,acción
Habilidad,algo distinto,distintos
Habilidad,innovador ,innovación
Habilidad,poseer un reconocimiento,reconocimiento
Éxito,triunfar,triunfo
Éxito,tener dinero,dinero
Éxito,ser reconocido,reconocimiento
Éxito,tener suerte,suerte
Éxito,ser inteligente,inteligencia
Éxito,ser pudiente,puediente
Éxito,ser educado,educación
Éxito,tienes que ser justo,justicia
Éxito,ser innovador,innovación
Sugerencia ,una opinion,opinión
Sugerencia ,una idea,idea
Sugerencia ,un comentario,comentario
Sugerencia ,una reflexion,reflexión
Sugerencia ,se da entre amigos,amistad
Sugerencia ,se da en una conversacion apropiada,conversación
Sugerencia ,esta sujeta al gusto de cada persona,personal
Sugerencia ,siempre beneficia al que da la opinion,opinión
Sugerencia ,la respuesta a una comparacion,comparación
Decisión,atreverse ,atreverse
Decisión,tener fuerza,fuerza
Decisión,reaccionar,reacción
Decisión,poseer una opinion,opinión
Decisión,tener una idea,idea
Decisión,estar seguro,seguridad
Decisión,tener confianza,confianza
Decisión,comparar,comparación
Decisión,analizar resultados ,análisis
Verdad,existente ,existir
Verdad,cosas que te dicen tus padres,padres
Verdad,cosas que te dicen los profesores,profesores
Verdad,algo real,real
Verdad,verosimil ,verosimilitud
Verdad,se puede tomar como una reflexion religiosa,reflexión
Verdad,la ciencia siempre la dice,ciencias
Excusa,sirve para librarse de algo,librarse
Excusa,es un motivo,motivación
Excusa,se usa habitualmente para no tener la culpa,no culpa
Excusa,puede ser una mentira o verdad,mentira
Excusa,tiene que ser creible,creible
Excusa,sirve para justificar algo,jutificación
Excusa,certidicado,certificado
Excusa,responde a una pregunta,respuesta
Excusa,posee informacion importante,información
Razón,es un fundamento,fundamental
Razón,es como piensan las personas,pensamiento
Razón,responde a una pregunta,respuesta
Razón,es un motivo,motivación
Razón,se asocia a una proporcion,proporción
Razón,es el argumento de algo,argumentación
Razón,es el testimonio ,testimonio
Razón,tiene que ser logico,lógica
Razón,puede ser verdad o mentira,verdad/mentira
Razón,fundamente de vida,fundamental
Culpa,te sientes mal,mal
Culpa,quieres hacer algo para no sentirla,no sentir
Culpa,le hiciste daño a algo,daño
Culpa,te hace sentir triste,tristeza
Culpa,te pones depresivo,depresión
Culpa,te reprochan ,reproche
Culpa,puedes llevarla toda la vida,toda la vida
Culpa,matar a alguien te la produce,matar
Culpa,realizas acciones buenas para contrarestarla,contrarrestar
Ganancia,es una utilidad,utilidades
Ganancia,cotrario a la perdida,no perder
Ganancia,es algo bueno,bien
Ganancia,te esforzaste para lograrlo,logro
Ganancia,normalmente se asocia al dinero,dinero
Ganancia,te lo puede dar una persona en forma de gratitud,gratitud
Ganancia,un premio,premio
Ganancia,te hace sentir feliz,felicidad
Ganancia,tuviste suerte,suerte
Amenaza,Algo malo ,mal
Amenaza,Algo que se entrega a otra persona ,entregar
Amenaza,Puede ser verbal o física,físico/verbal
Amenaza,Puede terninar en violencia,violencia
Destreza,Quien la posee tiene habilidad para alguna actividad ,habilidades
Destreza,Es positivo,positivo
Destreza,Puedes utilizarla para diferenciarte del resto,diferenciación
Destreza,Puedes explotarla,explotable
Pensamiento,Parte cognitiva del ser humano,cognitivo
Pensamiento,Puede ser positivo o negativo,positivo/negativo
Pensamiento,Los filósofos lo tenían como fuente de conocimiento. ,filosofía
Seguridad,Sentimiento que se logra mediante la realización de ciertas actividades,realización
Seguridad,Existen guardianes de esto tanto en las calles como en los recintos privados,guardias
Seguridad,Es algo que debes tener para poder actuar ,necesario
Agradecimiento,Al recibir algo damos esto a cambio.,a cambio
Agradecimiento,Nos hace bien realizar esto,bien
Agradecimiento,"Mientras más potencies esto, más feliz eres",felicidad
Agradecimiento,Al salir de mi carrera le daré esto a mi madre,padres
Peligro,Este sentimiento nos lleva a la inseguridad ,inseguridad
Peligro,Puede ser físico o psicológico ,físico/psicológico
Peligro,Los padres nos defienden de esto mientras somos niños o durante toda la vida,padres
Esperanza,verde,verde
Esperanza,sentimiento necesario ante la adversidad ,adversidad
Esperanza,no debemos perderla en ningún momento,no perder
Plan,Toda actividad debe tener esto antes de llevarla a cabo,anticipación
Ansiedad,Sentimiento negativo,negativo
Ansiedad,Oscuridad,oscuridad
Ansiedad,Claustrofobia,claustrofobia
Ansiedad,Producido por situaciones estresantes,estrés
Acuerdo,Paises realizan esto en muchas veces a lo largo de la historia,países
Acuerdo,Se llega a una resolución,resolución
Pensamiento,Razonar,razonamiento
Pensamiento,Asociar,asociación
Pensamiento,Forma de hacer conciencia ,conciencia
Pensamiento,Es una forma de analizar las cosas,análisis
Pensamiento,Todo humano es capaz de ocuparlo,humano
Pensamiento,Es involuntario ,involuntario
Pensamiento,Se puede potenciar,potenciación
Pensamiento,Permite tomar decisiones ,decisión
Pensamiento,Puede involucrar cualquier tema,temas
Pensamiento,Se asocia a la personalidad,peronalidad
Ansiedad,Nervios,nerviosismo
Ansiedad,Inquietud ,inquietud
Ansiedad,incertidumbre ,incertidumbre
Ansiedad,estrés,estrés
Ansiedad,incomodidad,incomodidad
Ansiedad,Dificulta el pensamiento,dificultad
Ansiedad,Angustia,angustia
Ansiedad,Dificultad,dificultad
Ansiedad,Enfermedad,enfermedad
Ansiedad,Falta de autocontrol,descontrol
Decisión,Seguridad,seguridad
Decisión,Se asocia a un pensamiento ,pensamiento
Decisión,Requiere un minimo de interes,interés
Decisión,Capacidad de elegir ,elección
Decisión,Puede tener un grado de dificultad,dificultad
Decisión,Depende de variables ,variables
Decisión,Involucra una accion ,acción
Decisión,Trae consecuencias ,concecuencia
Decisión,Esfuerzo,esfuerzo
Decisión,La realiza una persona o grupo de personas,personal/grupal
Sugerencia ,Opcion,opción
Sugerencia ,Puede ser ignorada ,ingorada
Sugerencia ,Puede ser aceptada,aceptación
Sugerencia ,Ayuda,ayuda
Sugerencia ,Idea ,idea
Sugerencia ,Consejo ,concejo
Sugerencia ,Interes sobre el tema,interés
Sugerencia ,Es una forma de participar en la toma de decisiones ,decisión
Sugerencia ,"Si es aceptada, se transforma en una decision ",aceptación
Sugerencia ,Puede no estar correcta,no correcto
Destreza,Habilidad de realizacion ,habilidades
Destreza,Capacidad,capacidad
Destreza,Se asocia a una actividad,actividades
Destreza,Puede ser algo que se potencia,potencia
Destreza,Ciertas actividades la necesitan,necesario
Destreza,Experiencia ,experiencia
Destreza,Es automatico ,automatismo
Destreza,No involucra pensamiento ,no pensamiento
Destreza,Profesional,profesional
Honestidad,Sinceridad ,sinceridad
Honestidad,Evidencia ,evidencia
Honestidad,Pureza,pureza
Honestidad,Expresa la verdad,verdad
Honestidad,Puede traer sufrimiento ,sufrimiento
Honestidad,Es dificil mantenerla ,dificultad
Honestidad,Opuesto a la mentira ,no mentir
Honestidad,Es un valor,valor
Honestidad,Cualidad ,cualidad
Honestidad,Se suele poner en duda,duda
Obligación,Es una condicion ,condición
Obligación,Parte de un contrato ,contrato
Obligación,Parte de un fin mayor ,fin mayor
Obligación,Exigencia ,exigencia
Obligación,Se realiza por individuos ,individuos
Obligación,No es necesario estar de acuerdo para cumplirla ,no acuerdo
Obligación,Debe realizarse ,realización
Obligación,Puede ser algo molesto,molestia
Obligación,No es algo planeado ,no planeado
Obligación,Trae consecuencias ,consecuencias
Esperanza,Fe ,fe
Esperanza,Las cosas estaran mejor ,mejorar
Esperanza,Suele perderse ,perdida
Esperanza,Causa diferentes emociones en la gente ,emoción
Esperanza,Gratitud ,gratitud
Esperanza,Felicidad ,felicidad
Esperanza,Acepta lo ocurrido ,aceptación
Esperanza,Se contagia ,contagio
Esperanza,Se crítica ,crítica
Esperanza,Futuro,futuro
Razón,Ambiguo,ambigüedad
Razón,Capacidad de los humanos ,humano
Razón,Permite ,permitir
Razón,Coherencia ,coherencia
Razón,Razonamiento ,razonamiento
Razón,Existen diferentes tipos ,diferentes
Razón,Permite el planteo de ideas ,permitir
Razón,Requiere al pensamiento,pensamiento
Razón,Se le interponen las emociones ,no emoción
Razón,Plenitud ,plenitud
Compasión,Piedad,piedad
Compasión,Perdonar ,perdón
Compasión,Ayudar,ayuda
Compasión,Decision,decisión
Compasión,Emocion ,emoción
Compasión,Libertad,libertad
Compasión,Autoestima ,autoestima
Compasión,Alivio  ,alivio
Compasión,Dolor ,dolor
Compasión,Sentimiento ,sentimiento
Amenaza,acción que atenta contra tu bienestar,no bienestar
Amenaza,es una situación peligrosa que algo trata de hacer contra otro,peligro
Amenaza,conjunto de situaciones que se intentan realizar para perjudicar a algo/alguien,perjuicio
Destreza,habilidad innata ,habilidades
Destreza,usain bolt y otros deportistas la poseen,deporte
Destreza,ingenio,ingenio
Pensamiento,voces internas,interno
Pensamiento,lenguaje generado al interior de una persona,lenguaje
Pensamiento,aun no se sabe de donde proviene,origen desconocido
Seguridad,sentimiento de confort y bienestar,confort
Seguridad,las mutuales tratan de brindarla,mutuales
Seguridad,gente estudia para poder tener un cargo y tratar de darla,estudiar
Seguridad,los policias nos dan ese sentimiento,policias
Agradecimiento,expresión de gratitud,gratitud
Agradecimiento,se puede utilizar para finalizar un trato,finalizar trato
Agradecimiento,sientes esto cuando alguien te da algo que necesitas,sentimiento
Agradecimiento,al salir de una tienda o lugar la expresas,despedida
Peligro,sentimiento de amenaza,amenaza
Peligro,los lugares altos nos dan esta sensación,sensación
Peligro,animales como arañas o perros rabiosos nos hacen sentirlo,animales
Esperanza,sentimiento de que se cumpla algo deseado,cumplimiento
Esperanza,sentimos esto cuando queremos que a alguien/nosotros nos vaya bien,bien
Esperanza,la gente de pueblos en guerra siente esto,guerras
Plan,confección mental que busca lograr un objetivo,confección
Plan,lo hacemos cuando queremos realizar un viaje con anticipacion,anticipación
Plan,los jefes de guerra lo hacen cuando buscan ganar,guerras
Plan,personajes de series o libros lo dicen cuando tienen una idea,idea
Ansiedad,sensación nerviosa que puede ser de angustia o de inestabilidad,angustia
Ansiedad,sentimos esto antes de un exámen,exámen
Ansiedad,cuando nos sentimos de esta forma nos dan ganas de comer,hambre
Ansiedad,al estar nerviosos en exceso nos sentimos así,nerviosismo
Acuerdo,trato entre dos o más partes,trato
Acuerdo,es una forma de generar paz entre países,paz
Acuerdo,para solucionar conflictos las personas los hacen,resolver conflicto
Amenaza,estado de alerta ante una situacion estresante,alerta
Amenaza,"circunstancia, sujeto o persona que puede causar daño ",daño
Destreza,habilidad,habilidades
Destreza,capacidad de poder realizar una accion,capacidad
Pensamiento,informacion que yace en la mente,mente
Pensamiento,simbolo mental que representa algo de la realidad,mente
Seguridad,estado de proteccion,protección
Seguridad,contrario al estado de amenaza,no amenaza
Seguridad,un estado en donde uno esta despreocupado sobre problemas,despreocupación
Agradecimiento,estar satisfecho ,satisfacción
Agradecimiento,se experimenta hacia otro,otro/alguien
Peligro,algo que puede dañar,daño
Esperanza,saber que algo vendra despues,saber
Esperanza,soñar con una gratificacion futura,soñar
Plan,se realiza en el lobulo frontal,lóbulo frontal
Plan,usa representaciones mentales,mente
Plan,expectativas para realizar en un futuro,futuro
Acuerdo,sintetizacion en una idea general ,síntesis
Excusa,subterfugio,subterfugio
Excusa,es lo que debe dar la gente que no cumple,no cumplimiento
Excusa,patrañas,patrañas
Excusa,muy común en personas irresponsables,irresponsabilidad
Peligro,riesgo,riesgo
Peligro,siniestro,siniestro
Peligro,posibilidad cierta de un daño,daño
Peligro,la eventualidad de pérdidas,pérdidas
Peligro,detrimento,detrimento
Peligro,menoscabo,menoscabo
Peligro,problemas,problemas
Peligro,lo que protegen los seguros,protección
Peligro,se verifican cuando existen catástrofes naturales,catástrofes
Obligación,constricción,constricción
Obligación,deber,deber
Obligación,carga,carga
Obligación,es el correlato de todo derecho,derechos
Obligación,vincula a las personas a realizar una determinada acción,hacer
Obligación,mandato,mandato
Obligación,orden,orden
Obligación,imperatividad,imperativo
Obligación,coacción,coacción
Obligación,liga a un sujeto a un actuar,acción
Pensamiento,razonamiento,razonamiento
Pensamiento,reflexión,reflexión
Pensamiento,análisis,análisis
Pensamiento,idea,idea
Pensamiento,aquello que pasa por nuestra mente,mente
Pensamiento,operación intelectual,intelectual
Pensamiento,proceso mental,mental
Pensamiento,cuando las personas miran hacia arriba antes de responder,arriba
Éxito,el resultado de la realización de nuestras aspiraciones,aspiraciones
Éxito,fama,fama
Éxito,conlleva aprobación social,aprobación
Éxito,ganador,ganar
Éxito,triunfante,triunfo
Éxito,muchas personas aspiran llegar a él,aspiraciones
Éxito,los mejores lo logran,logro
Éxito,se asocia con la riqueza,riqueza
Éxito,solo pocos llegan a él,pocos
Éxito,las figuras televisivas y deportivas lo obtienen,fíguras
Destreza,habilidad,habilidades
Destreza,aptitud,aptitud
Destreza,idoneidad,idoneidad
Destreza,la tienen las personas que se dedican a algo,dedicación
Destreza,se puede adquirir innatamente o por la práctica,innato
Destreza,los mejores deportistas la tienen para sus disciplinas,deporte
Destreza,es la realización correcta de un quehacer,realización
Destreza,la mejor forma de hacer las cosas,forma
Felicidad,realización,realización
Felicidad,plenitud,plenitud
Felicidad,eudemonismo,edonismo
Felicidad,alegría,alegría
Felicidad,sonrisa,sonrisa
Felicidad,"el objetivo de la vida, para muchos",objetivos
Felicidad,se observa en la gente simpática,simpatía
Felicidad,payaso,payaso
Felicidad,risa,risa
Felicidad,"un estado íntegro del ser, más que algo momentáneo",integridad
Razón,Fue muy estudiado por Kant,filosofía
Razón,se da cuando alguien dice lo correcto,correcto
Razón,argumento,argumentación
Razón,se vincula con valoraciones,valor
Honestidad,virtud,virtud
Honestidad,consiste en decir la verdad,verdad
Honestidad,rectitud,rectitud
Honestidad,no mentir,no mentir
Honestidad,principio moral y religioso muy extendido,moral
Honestidad,lo que se anhela de toda persona con quien uno se relaciona,anhelo
Compasión,empatía,empatía
Compasión,comprender la especial situación del otro,comprensión
Compasión,piedad,piedad
Compasión,humanidad,humano
Compasión,misericordia,misericordia
Amenaza,Estado de alerta,alerta
Amenaza,Se aproxima peligro ,peligro
Amenaza,Próximo a ser atacado en cualquier aspecto,ataque
Amenaza,Cuando se te advierte de algo ,advertencia
Amenaza,Cuando te sientes atacado,ataque
Amenaza,Te hace poner precavido ante una situación o varias ,precaución
Amenaza,Pretende hacer que sientas miedo ,miedo
Amenaza,Situación de tensión,tensión
Destreza,Ser hábil ,habilidades
Destreza,Hacer con facilidad un trabajo o actividad ,facilidad
Destreza,Tener mayor capacidad innata,capacidad
Destreza,Es cuando uno es rápido en algo obteniendo mejores resultados,rápidez
Destreza,Característica de personas que tienen alto rendimiendo,características
Destreza,Se va mejorando con la práctica,práctica
Destreza,Relacionado con el desempeño ,desempeño
Destreza,Ágil ,agilidad/fuerza
Destreza,Se obtiene mayor rendimiento ,rendimiento
Destreza,Una de las cosas que te hace ser profesional en algo ,profesional
Pensamiento,Nos hace tener ideas y cuestionarnos cosas ,idea
Pensamiento,Relacionado con nuestra mente,mente
Pensamiento,Es personal ,personal
Pensamiento,Lo hacemos la mayor parte del día,todos los diás
Pensamiento,Es un modo de reflexionar,reflexión
Pensamiento,Nos conecta con nosotros mismos,uno mismo
Pensamiento,Nos identifica quién somos,identidad
Pensamiento,Nos hace tener opinión propia e ideales ,opinión
Seguridad,Sentirse protegido ,protección
Seguridad,Libre de riegos ,no riesgo
Seguridad,Prevención ante cualquier peligro ,prevención
Seguridad,Antónimo de estar en estado de altera,no alerta
Seguridad,Zona de confort,confort
Seguridad,"Lo que otorga los candados, puertas cerradas, etc. ",candados
Seguridad,Estar en confianza ,confianza
Seguridad,Sin preocupación,no preocupación
Agradecimiento,Lo que uno recibe después de hacer un favor,favor
Agradecimiento,Muestra de gratitud ,gratitud
Agradecimiento,muestra de afecto después de prestar atención ,afecto
Agradecimiento,Gracias ,gratitud
Peligro,Te encuentras en apuros,apuro
Peligro,Expuesto a consecuencias negativas,exposición
Peligro,Alta probabilidad de riesgos ,riesgo
Peligro,Estado de alerta,alerta
Peligro,No te encuentras seguro ,inseguridad
Peligro,Alerta máxima,alerta
Esperanza,Fe,fe
Esperanza,Lo último que se pierde,lo último que se pierde
Esperanza,Fe de una nueva oportunidad,fe
Esperanza,También puede ser un nombre de mujer,nombre
Esperanza,Lo que se tiene cuando se cree que algo imposible se puede arreglar,imposible
Plan,Algo objetivo ,objetividad
Plan,Algo organizado ,organización
Plan,Se proyecta a futuro ,futuro
Ansiedad,Nervios,nerviosismo
Ansiedad,Consecuencia de constante estrés,estrés
Ansiedad,Preocupación  por el futuro ,preocupación
Ansiedad,Puede ser un tipo de trastorno ,trastorno
Ansiedad,Puede derivar a crisis ,crisis
Acuerdo,Pacto,pacto
Acuerdo,Algo que se debe cumplir,deber
Acuerdo,algo que concuerdan dos o más partes,dos o más partes
Acuerdo,Algo que se consenza,consenso
Desesperación,sentimiento angustiante causado por fracaso ,angustia
Desesperación,sentimiento producido por falta de capacidad de espera,incapacidad
Desesperación,puede funcionar como mecanismo de defensa en casos particulares,mecanismo de defensa
Culpa,sentimiento causado por un arrepentimiento,arrepentimiento
Culpa,ser responzable de una acción ,responsabilidad
Agradecimiento,sentimiento de satisfacción por alguna buena acción,sentimiento
Agradecimiento,capacidad de dar las gracias,gratitud
Agradecimiento,reconocimiento de aspectos positivos,reconocimiento
Agradecimiento,recompensa ,recompensa
Pensamiento,inconsciente,inconsciente
Pensamiento,procesamiento de información,información
Pensamiento,capacidad de análisis,análisis
Verdad,admitir ,admitir
Verdad,algo real e incuestionable ,real
Definición,explicación de conceptos u objetos,explicación
Definición,proponer caracteristicas,características
Obsesión,interés exagerado e incontrolable,interés
Obsesión,exceso de algo ,exceso
Ganancia,adquisición de cosas positivas,adquisición
Ganancia,dinero recibido por la venta de algo,dinero
Felicidad,sentimiento agradable,sentimiento
Felicidad,sentimiento provocado por situaciones positivas,positivo
Felicidad,estado de ánimo,ánimo
Felicidad,estilo de vida,estilo de vida
Habilidad,capacidad,capacidad
Habilidad,destreza,destreza
Habilidad,caracteristica positiva,positivo
Habilidad,ser bueno en un ámbito,bien
Decisión,elegir ,elección
Decisión,una cosa o la(s) otra(s),cosa
Decisión,por una camino u otro,elección
Decisión,manifestar una preferenica,preferencia
Decisión,tomar una postura,postura
Decisión,privilegiar algo sobre las demás opciones,privilegiar
Decisión,pensar en lo que se aproxima y sus consecuencias,pensamiento
Decisión,hay varias opciones,opción
Decisión,un respuesta,repuesta
Agradecimiento,brindar las gracias,gratitud
Agradecimiento,manifestarle lo bueno que hizo a una persona ,bien
Agradecimiento,demostrar que se tomo en cuenta lo realizado,demostración
Agradecimiento,manifestación positiva ,positivo
Agradecimiento,dar una respuesta,respuesta
Agradecimiento,cordialidad,cordialidad
Agradecimiento,educación ,educación
Agradecimiento,respuesta frente a una causa que te favorece,respuesta
Obsesión,ser cargante,cargante
Obsesión,cuadrado ,cuadrado
Obsesión,sesgarce a más alternativas,sesgo
Obsesión,problema ,problemas
Obsesión,reiterar una alternativa,repetición
Obsesión,concretar objetivos como sea,como sea
Obsesión,no ver más allá ,no más alla
Definición,descripción,descripción
Definición,explica que hace,explicación
Definición,sirve para saber como es algo desconocido ,conocimiento
Definición,lo dice la rae,diccionario
Definición,dar a conocer algo ,conocimiento
Definición,dar términos a una palabra,término
Definición,aquello que su busca para saber qué significa algo,significado
Felicidad,alegria,alegría
Felicidad,sensacion de placer,placer
Felicidad,positiva,positivo
Felicidad,se siente en todo el cuerpo,cambio corporal
Felicidad,se transmite ,transmición
Felicidad,se irradia ,irradiación
Felicidad,opuesta a tristeza,no tristeza
Felicidad,lo que se busca en la vida,búsqueda
Felicidad,bienestar ,bienestar
Felicidad,contento ,alegría
Destreza,habilidad,habilidades
Destreza,facilidad para realizar algo ,facilidad
Destreza,manejo elevebado ,menejo
Destreza,poder trabajado ,poder
Destreza,capacidad,capacidad
Destreza,dominio ,dominio
Destreza,desplante,desplante
Destreza,llama la atención ,atención
Habilidad,recurso trabajado ,trabajo
Habilidad,destreza,destreza
Habilidad,dominio heredado ,dominio
Habilidad,facilidad frente a algo,facilidad
Habilidad,don ,don
Habilidad,sobresalir,sobresaliente
Habilidad,enseñanza superior ,enseñanza
Habilidad,manejar algo por sobre los demás,manejo
Habilidad,algo personal e independiente de otra persona,personal
Amenaza,advertencia,advertencia
Amenaza,regaño ,regaño
Amenaza,restringir ,restringir
Amenaza,castigar ,castigo
Amenaza,problema,problemas
Razón,proporción,proporción
Razón,sabiduría,sabiduría
Razón,saber algo,saber
Razón,equivalencia,equivalencia
Razón,se usa en matemáticas,matemáticas
Razón,se cree siempre tener,siempre
Razón,seguridad fremte a algo,seguridad
Razón,certeza,certeza
Desesperación,estado de angustia,angustia
Desesperación,estrés ,estrés
Desesperación,escases de recursos,escasez
Desesperación,limitación,limitación
Desesperación,hacer algo obligado,obligación
Desesperación,estado crítico ,critíco
Desesperación,estado que vive una persona,estado
Desesperación,Común a fin de semestre ,fin semestre
Amenaza,ofensa,ofensa
Amenaza,ataque,ataque
Amenaza,representa un riesgo,riesgo
Amenaza,es peligroso,peligro
Amenaza,enfrentamiento,enfrentamiento
Amenaza,enemigo,enemigo
Amenaza,condicional,condicional 
Amenaza,jaque ,jaque
Amenaza,intimidación,intimidación
Destreza,habilidad,habilidades
Destreza,se tiene conciencia de qué hacer,conciencia
Destreza,se aprende,aprendizaje
Destreza,agilidad,agilidad/fuerza
Destreza,forma de realizar una actividad,actividades
Destreza,arte,arte
Destreza,maniobra,maniobra
Destreza,otorga facilidad,facilidad
Destreza,dote,dote
Destreza,cualidad,cualidad
Pensamiento,reflexión,reflexión
Pensamiento,es mental,mental
Pensamiento,puede compartirse,compartir
Pensamiento,es personal,personal
Pensamiento,depende de cada persona,individual
Pensamiento,meditación,meditación
Pensamiento,proceso interior,interno
Pensamiento,se puede verbalizar,verbalizable
Pensamiento,es abstracto,abstracción
Pensamiento,carácter subjetivo,subjetivo
Seguridad,confortabilidad,confort
Seguridad,fuera de riesgo,no riesgo
Seguridad,es una sensación,sensación
Seguridad,estar a salvo,a salvo
Seguridad,no representa un peligro,no peligro
Seguridad,estar a gusto,a gusto
Agradecimiento,sensación,sensación
Agradecimiento,estar conforme,conformidad
Agradecimiento,ligado a los modales,cortesía
Peligro,adversidad,adversidad
Peligro,inseguridad,inseguridad
Peligro,situacion incomoda,incomodidad
Peligro,riesgo,riesgo
Peligro,Fuera de salvedad,no a salvo
Esperanza,fe,fe
Esperanza,sentimiento ,sentimiento
Plan,algo preparado,preparación
Plan,tiene pasos,pasos
Plan,guia,guía
Plan,modelo a seguir,modelo
Plan,es estructurado,estructura
Plan,no involucra espontaneidad de acontecimientos,no espontaneo
Ansiedad,trastorno,trastorno
Ansiedad,intranquilidad,intranquilidad
Ansiedad,impaciencia,impaciencia
Ansiedad,se puede producir estando bajo presión,presión
Ansiedad,crea otros desordenes en el cuerpo,desorden
Acuerdo,unanimidad,unánime
Acuerdo,conformidad,conformidad
Acuerdo,tratado,tratado
Acuerdo,es justo,justo
Acuerdo,involucra responsabilidad,deber
Acuerdo,compromiso,compromiso
Peligro,Situacion que activa una maxima alerta en las personas,alerta
Peligro,Exposicion a ser dañado ,exposición
Peligro,Genera angustia y miedo en las personas,angustia
Peligro,Riesgo,riesgo
Peligro,Resulta de la poca seguridad,inseguridad
Peligro,amenaza para el bienestar,amenaza
Peligro,Las personas buscan estar a salvo de el ,a salvo
Obsesión,Idolatracion excesiva,idolatración
Obsesión,Conducta de riesgo ,riesgo
Obsesión,Las personas que lo sufren pueden llegar a situaciones extremas,extremos
Obsesión,Puede influir en el la poca autoestima,no autoestima
Obsesión,Se confunde recurrentemente con el enamoramiento,confución amor
Obsesión,Lleva a conductas asociadas con la psicopatia ,psicopatía
Culpa,Sentimiento negativo,negativo
Culpa,resulta de un mal acto provocado por una persona,mal
Culpa,Las personas que la sienten parten por el arrepentimiento,arrepentimiento
Culpa,Causa gran angustia,angustia
Culpa,Su solucion es reconocer que se ha cometido un error,reconocimiento
Culpa,La sienten personas que hacen cosas malas ,mal
Culpa,Es el primer paso a la sanacion de una mala sensacion,sanación
Plan,Proyecto,proyecto
Plan,Determinacion de un futuro,futuro
Plan,Camino a seguir,camino
Plan,Coordinacion de ideas para un fin ,coordinación
Plan,Organización ,organización
Plan,Conseguir una meta,meta
Plan,Ideas,idea
Plan,Soluciones a problemas,solución
Definición,Datar caracteristicas de un concepto,características
Definición,Explicar que es algo,explicación
Definición,Ayuda a las personas a entender que son las cosas,ayuda
Definición,Preponderante en el estudio de los alumnos ,estudiar
Definición,Gracias a el podemos tener un orden mental de las cosas,orden
Definición,Proporciona sabiduria,sabiduría
Amenaza,Pone a las personas en riesgo ,riesgo
Amenaza,Se relaciona con el chantaje,chantaje
Amenaza,Genera angustia en quien la recibe,angustia
Amenaza,Forma de manipular a las personas,manipulación
Amenaza,Conducta extrema para conseguir un fin,extremos
Amenaza,Posible peligro,peligro
Amenaza,Da inseguridad a las personas,inseguridad
Compasión,Sentimiento de empatia,empatía
Compasión,Sentimiento que sirve para ayudar al resto ,ayuda
Compasión,Entender la situacion del otro ,entendimiento
Compasión,Se ve mucho en programas solidarios,solidaridad
Ganancia,Ingreso,ingreso
Ganancia,Suma en un capital,suma
Ganancia,Las personas que reciben un sueldo la tienen,sueldo
Ganancia,"Hay distintos tipos de ella, ya sea en plano material y emocional.",distintos
Ganancia,Positiva,positivo
Éxito,Sensacion enriquecedora,sensación
Éxito,Sucede a un logro ,logro
Éxito,Las personas con muchos proyectos positivos lo tienen,positivo
Éxito,realizacion ,realización
Éxito,Genera tranquilidad en las personas,tranquilidad
Éxito,Motivo de orgullo ,orgullo
Éxito,Todas las personas lo buscan ,humano
Éxito,Poder ,poder
Verdad,Sinceridad,sinceridad
Verdad,Algo objetivo,objetividad
Verdad,Honestidad,honestidad
Verdad,Las personas que la usan son mas positivas,positivo
Verdad,Suele evitar problemas,no problemas
Verdad,Hay algunas tan fuertes que te meten en problemas ,fuerza
Verdad,Conducta considerada honrada ,honradez
Felicidad,es una emoción positiva,emoción
Felicidad,alegría,alegría
